Lead,MSE,Accuracy
1.0,5.9161677199881524e-05,0.007691662758588791
5.0,0.0001997040380956605,0.014131668023765087
9.0,0.00035048264544457197,0.01872118189930916
13.0,0.00042236625449731946,0.02055155113339424
17.0,0.0005282115889713168,0.022982854396104813
21.0,0.0006636459147557616,0.025761326774954796
25.0,0.0008052514167502522,0.028376951813697815
29.0,0.0009436132968403399,0.03071828931570053
33.0,0.0010760171571746469,0.032802700996398926
37.0,0.0012299719965085387,0.035070955753326416
