Lead,MSE,Accuracy
1.0,6.047790884622373e-05,0.007776754442602396
5.0,0.00054641452152282,0.023375509306788445
9.0,0.001123430673032999,0.033517614006996155
13.0,0.0020853052847087383,0.045665156096220016
17.0,0.0030263878870755434,0.05501261726021767
21.0,0.003962119109928608,0.06294535845518112
25.0,0.004972697235643864,0.07051735371351242
29.0,0.006137194577604532,0.07834026217460632
33.0,0.007012020796537399,0.083737812936306
37.0,0.00777693884447217,0.08818694949150085
