Lead,MSE,Accuracy
1.0,5.14522944286e-05,0.007173025514930487
5.0,0.0004433438880369067,0.021055733785033226
9.0,0.0009683139505796134,0.03111772984266281
13.0,0.0017748960526660085,0.042129531502723694
17.0,0.002663380466401577,0.05160795524716377
21.0,0.003546403255313635,0.05955168232321739
25.0,0.004670590162277222,0.0683417022228241
29.0,0.00551103288307786,0.07423631101846695
33.0,0.006522668991237879,0.0807630717754364
37.0,0.0073319110088050365,0.08562657982110977
