Lead,MSE,Accuracy
1.0,4.899892883258872e-05,0.0069999233819544315
5.0,0.00022523953521158546,0.015007982030510902
9.0,0.00038647037581540644,0.019658848643302917
13.0,0.0004543442919384688,0.021315352991223335
17.0,0.0005521960556507111,0.02349885180592537
21.0,0.0007098144269548357,0.026642343029379845
25.0,0.0008593284292146564,0.029314303770661354
29.0,0.0009804709115996957,0.03131246939301491
33.0,0.0011198163265362382,0.03346365690231323
37.0,0.0012733394978567958,0.03568388149142265
