Lead,MSE,Accuracy
1.0,0.0001412278797943145,0.0118839330971241
5.0,0.00045182547182776034,0.021256186068058014
9.0,0.0005777542246505618,0.02403651922941208
13.0,0.0006458587013185024,0.025413749739527702
17.0,0.0010736031690612435,0.03276588395237923
21.0,0.0014853548491373658,0.038540299981832504
25.0,0.0016340024303644896,0.040422793477773666
29.0,0.0019184249686077237,0.04379982873797417
33.0,0.0022918086033314466,0.047872837632894516
37.0,0.0025594299659132957,0.05059080943465233
