Lead,MSE,Accuracy
1.0,2.8337155526969582e-05,0.005323265679180622
5.0,0.00032318560988642275,0.017977364361286163
9.0,0.0007526308763772249,0.02743411809206009
13.0,0.0012618472101166844,0.03552248701453209
17.0,0.0016815364360809326,0.04100653901696205
21.0,0.002410546410828829,0.049097318202257156
25.0,0.003371085971593857,0.05806105211377144
29.0,0.00398212717846036,0.06310409307479858
33.0,0.004481320735067129,0.06694266945123672
37.0,0.005194738507270813,0.0720745325088501
