Lead,MSE,Accuracy
1.0,4.104554682271555e-05,0.006406679749488831
5.0,0.00021191552514210343,0.01455731876194477
9.0,0.0004308252828195691,0.020756330341100693
13.0,0.000990545959211886,0.03147293999791145
17.0,0.0015820447588339448,0.039774928241968155
21.0,0.0021524063777178526,0.04639403522014618
25.0,0.0029160338453948498,0.05400031432509422
29.0,0.0036224566865712404,0.06018684804439545
33.0,0.004143225960433483,0.06436789780855179
37.0,0.0049726697616279125,0.0705171599984169
