Lead,MSE,Accuracy
1.0,3.7430574593599886e-05,0.00611805310472846
5.0,0.00022334988170769066,0.01494489423930645
9.0,0.0006766077131032944,0.02601168490946293
13.0,0.0010708037298172712,0.032723136246204376
17.0,0.0016832684632390738,0.041027653962373734
21.0,0.0023882167879492044,0.048869382590055466
25.0,0.0030271371360868216,0.05501942336559296
29.0,0.004032207652926445,0.06349966675043106
33.0,0.004269554279744625,0.06534183025360107
37.0,0.0047439211048185825,0.06887612491846085
