Lead,MSE,Accuracy
1.0,0.00017663654580246657,0.013290468603372574
5.0,0.0005603696336038411,0.023672128096222878
9.0,0.0007087113335728645,0.026621632277965546
13.0,0.0007970775477588177,0.02823256142437458
17.0,0.001250076456926763,0.035356421023607254
21.0,0.0016814040718600154,0.04100492596626282
25.0,0.0018173649441450834,0.04263056442141533
29.0,0.002064955420792103,0.04544178023934364
33.0,0.002458433620631695,0.0495825931429863
37.0,0.002741351490840316,0.05235791578888893
