Lead,MSE,Accuracy
1.0,0.00013789552031084895,0.011742891743779182
5.0,0.0003747290465980768,0.019357919692993164
9.0,0.0005009712185710669,0.022382386028766632
13.0,0.0005929796025156975,0.024351172149181366
17.0,0.0010909055126830935,0.03302885964512825
21.0,0.0014480770332738757,0.03805360943078995
25.0,0.0015560307074338198,0.03944655507802963
29.0,0.0018533340189605951,0.043050363659858704
33.0,0.002284916350618005,0.04780079796910286
37.0,0.0025699136313050985,0.05069431662559509
