id,nome,tipoEstacao,codigoAdicional,codigoNomeBacia,codigoNomeSubBacia,nomeRio,nomeEstado,nomeMunicipio,responsavelSigla,operadoraSigla,areaDrenagem,latitude,longitude,altitude
15910000,SANTARÉM SUCUNDURI,Fluviométrica,,1 - RIO AMAZONAS,"15 - RIO AMAZONAS,MADEIRA,GUAPORÉ,...",RIO SUCUNDURI,AMAZONAS,APUÍ,ANA,ÁGUA E SOLO,12700.0,-6.7956,-59.0422,49.0
15910001,SANTARÉM,Fluviométrica,,1 - RIO AMAZONAS,"15 - RIO AMAZONAS,MADEIRA,GUAPORÉ,...",RIO SUCUNDURI,AMAZONAS,APUÍ,DNIT,DNIT,12700.0,-6.7947,-59.0425,
15920000,ARARI,Fluviométrica,,1 - RIO AMAZONAS,"15 - RIO AMAZONAS,MADEIRA,GUAPORÉ,...",RIO SUCUNDURI,AMAZONAS,BORBA,ANA,ANA,24100.0,-5.6833,-59.5833,
15930000,ACARI BR-230,Fluviométrica,,1 - RIO AMAZONAS,"15 - RIO AMAZONAS,MADEIRA,GUAPORÉ,...",RIO ACARÍ,AMAZONAS,APUÍ,ANA,ÁGUA E SOLO,4990.0,-7.1014,-59.6833,
15940000,NOVA OLINDA DO NORTE,Fluviométrica,,1 - RIO AMAZONAS,"15 - RIO AMAZONAS,MADEIRA,GUAPORÉ,...",RIO MADEIRA,AMAZONAS,NOVA OLINDA DO NORTE,ANA,ÁGUA E SOLO,1370000.0,-3.8847,-59.0897,
15950000,COMUNIDADE NOSSA SENHORA DO ROSÁRIO,Fluviométrica,,1 - RIO AMAZONAS,"15 - RIO AMAZONAS,MADEIRA,GUAPORÉ,...",RIO MADEIRA,AMAZONAS,ITACOATIARA,CPRM,CPRM,1370000.0,-3.5936,-58.9025,
15960000,URUCURITUBA DO MADEIRA,Fluviométrica,,1 - RIO AMAZONAS,"15 - RIO AMAZONAS,MADEIRA,GUAPORÉ,...",RIO MADEIRA,AMAZONAS,AUTAZES,ANA,CPRM,1376282.0,-3.5467,-58.9244,
15960060,URUCURITUBA,Fluviométrica,,1 - RIO AMAZONAS,"15 - RIO AMAZONAS,MADEIRA,GUAPORÉ,...",RIO MADEIRA,AMAZONAS,AUTAZES,DNIT,DNIT,,-3.5489,-58.9269,
16009000,RIO URUBU,Fluviométrica,,1 - RIO AMAZONAS,"16 - RIO AMAZONAS,TROMBETAS,OUTROS",RIO URUBU,AMAZONAS,ITAPIRANGA,SEMA-AM,SEMA-AM,,-2.7511,-58.02,
16009800,PRÓXIMO O PARANÁ DA SERPA,Fluviométrica,,1 - RIO AMAZONAS,"16 - RIO AMAZONAS,TROMBETAS,OUTROS",RIO SOLIMÕES-AMAZONAS,AMAZONAS,URUCURITUBA,SEMA-AM,SEMA-AM,,-2.9975,-58.1503,
16009900,RIO AMAZONAS,Fluviométrica,,1 - RIO AMAZONAS,"16 - RIO AMAZONAS,TROMBETAS,OUTROS",RIO SOLIMÕES-AMAZONAS,AMAZONAS,ITACOATIARA,SEMA-AM,SEMA-AM,,-3.1628,-58.4372,
16010000,RIO URUBU,Fluviométrica,,1 - RIO AMAZONAS,"16 - RIO AMAZONAS,TROMBETAS,OUTROS",RIO URUBU,AMAZONAS,RIO PRETO DA EVA,ANA,CPRM,5090.0,-2.6625,-59.3589,
16010400,PONTE RIO URUBU,Fluviométrica,,1 - RIO AMAZONAS,"16 - RIO AMAZONAS,TROMBETAS,OUTROS",RIO URUBU,AMAZONAS,PRESIDENTE FIGUEIREDO,SEMA-AM,SEMA-AM,,-2.1136,-59.9914,
16010500,PONTE RIO URUBU,Fluviométrica,,1 - RIO AMAZONAS,"16 - RIO AMAZONAS,TROMBETAS,OUTROS",RIO URUBU,AMAZONAS,ITACOATIARA,SEMA-AM,SEMA-AM,,-3.0367,-58.5744,
16018000,UHE PITINGA MONTANTE,Fluviométrica,,1 - RIO AMAZONAS,"16 - RIO AMAZONAS,TROMBETAS,OUTROS",RIO PITINGA,AMAZONAS,PRESIDENTE FIGUEIREDO,TABOCA,TABOCA,913.0,-0.585,-59.7761,128.0
16019000,UHE PITINGA SERRA,Fluviométrica,,1 - RIO AMAZONAS,"16 - RIO AMAZONAS,TROMBETAS,OUTROS",IGARAPÉ DA SERRA,AMAZONAS,PRESIDENTE FIGUEIREDO,TABOCA,TABOCA,149.0,-0.5956,-59.7772,113.0
16020000,UHE PITINGA BARRAMENTO,Fluviométrica,,1 - RIO AMAZONAS,"16 - RIO AMAZONAS,TROMBETAS,OUTROS",RIO PITINGA,AMAZONAS,PRESIDENTE FIGUEIREDO,TABOCA,TABOCA,3051.0,-0.8658,-59.6047,122.0
16020100,UHE PITINGA JUSANTE,Fluviométrica,,1 - RIO AMAZONAS,"16 - RIO AMAZONAS,TROMBETAS,OUTROS",RIO PITINGA,AMAZONAS,PRESIDENTE FIGUEIREDO,TABOCA,TABOCA,3051.0,-0.8661,-59.6011,70.0
16020200,UHE BALBINA RIO PITINGA,Fluviométrica,,1 - RIO AMAZONAS,"16 - RIO AMAZONAS,TROMBETAS,OUTROS",RIO PITINGA,AMAZONAS,PRESIDENTE FIGUEIREDO,ELETRONORTE,ELETRONORTE,4070.0,-0.9911,-59.4797,58.0
16024900,UHE BALBINA RIO PITINGUINHA,Fluviométrica,,1 - RIO AMAZONAS,"16 - RIO AMAZONAS,TROMBETAS,OUTROS",RIO PITINGUINHA,AMAZONAS,PRESIDENTE FIGUEIREDO,ELETRONORTE,ELETRONORTE,1080.0,-1.0781,-59.6739,52.0
16025000,UHE PITINGA MONTANTE,Fluviométrica,,1 - RIO AMAZONAS,"16 - RIO AMAZONAS,TROMBETAS,OUTROS",RIO PITINGA,AMAZONAS,PRESIDENTE FIGUEIREDO,TABOCA,TABOCA,6130.0,-1.21,-59.5839,
16030000,ITACOATIARA,Fluviométrica,,1 - RIO AMAZONAS,"16 - RIO AMAZONAS,TROMBETAS,OUTROS",RIO SOLIMÕES-AMAZONAS,AMAZONAS,ITACOATIARA,ANA,CPRM,4350000.0,-3.1539,-58.4114,
16060000,POSTO FUNAI,Fluviométrica,,1 - RIO AMAZONAS,"16 - RIO AMAZONAS,TROMBETAS,OUTROS",RIO SANTO ANTÔNIO DO ABONARI,AMAZONAS,ITAPIRANGA,ELETRONORTE,ELETRONORTE,1490.0,-1.2667,-60.4,
16062000,UHE BALBINA MONTANTE,Fluviométrica,,1 - RIO AMAZONAS,"16 - RIO AMAZONAS,TROMBETAS,OUTROS",RIO UATUMÃ,AMAZONAS,PRESIDENTE FIGUEIREDO,ELETRONORTE,ELETRONORTE,14949.0,-1.2106,-60.2347,51.0
16070900,UHE BALBINA RIO TUCUMARI,Fluviométrica,,1 - RIO AMAZONAS,"16 - RIO AMAZONAS,TROMBETAS,OUTROS",IGARAPÉ TUCUMAÍ,AMAZONAS,PRESIDENTE FIGUEIREDO,ELETRONORTE,ELETRONORTE,560.0,-1.5475,-59.415,51.0
16070980,UHE BALBINA BARRAMENTO,Fluviométrica,,1 - RIO AMAZONAS,"16 - RIO AMAZONAS,TROMBETAS,OUTROS",RIO UATUMÃ,AMAZONAS,PRESIDENTE FIGUEIREDO,ELETRONORTE,ELETRONORTE,14949.0,-1.9161,-59.4756,52.0
16070990,UHE BALBINA BARRAMENTO CANAL DE FUGA,Fluviométrica,,1 - RIO AMAZONAS,"16 - RIO AMAZONAS,TROMBETAS,OUTROS",RIO UATUMÃ,AMAZONAS,PRESIDENTE FIGUEIREDO,ELETRONORTE,ELETRONORTE,14949.0,-1.9161,-59.4744,
16080000,BALBINA P-8 (UHE BALBINA),Fluviométrica,,1 - RIO AMAZONAS,"16 - RIO AMAZONAS,TROMBETAS,OUTROS",RIO UATUMÃ,AMAZONAS,PRESIDENTE FIGUEIREDO,ANA,CPRM,18900.0,-1.9381,-59.4833,
16080001,UHE BALBINA BRAÇO DIREITO,Fluviométrica,,1 - RIO AMAZONAS,"16 - RIO AMAZONAS,TROMBETAS,OUTROS",RIO UATUMÃ,AMAZONAS,ITAPIRANGA,AMAZONAS,AMAZONAS,18800.0,-1.9167,-59.4667,
16080002,UHE BALBINA BRAÇO ESQUERDO,Fluviométrica,,1 - RIO AMAZONAS,"16 - RIO AMAZONAS,TROMBETAS,OUTROS",RIO UATUMÃ,AMAZONAS,ITAPIRANGA,AMAZONAS,AMAZONAS,18800.0,-1.9167,-59.4667,
16080003,UHE BALBINA 3 CONJUNTO BRAÇO DIREITO 2.,Fluviométrica,,1 - RIO AMAZONAS,"16 - RIO AMAZONAS,TROMBETAS,OUTROS",RIO UATUMÃ,AMAZONAS,ITAPIRANGA,AMAZONAS,AMAZONAS,18800.0,-1.9167,-59.4667,
16080004,BALBINA 4 CONJUNTO BRAÇO ESQ,Fluviométrica,,1 - RIO AMAZONAS,"16 - RIO AMAZONAS,TROMBETAS,OUTROS",RIO UATUMÃ,AMAZONAS,ITAPIRANGA,ELETRONORTE,ELETRONORTE,18800.0,-1.91666666666667,-59.4666666666667,
16080005,BALBINA 5 CONJUNTO,Fluviométrica,,1 - RIO AMAZONAS,"16 - RIO AMAZONAS,TROMBETAS,OUTROS",RIO UATUMÃ,AMAZONAS,ITAPIRANGA,ELETRONORTE,ELETRONORTE,18800.0,-1.9167,-59.4667,
16080006,BALBINA 6 CONJUNTO,Fluviométrica,,1 - RIO AMAZONAS,"16 - RIO AMAZONAS,TROMBETAS,OUTROS",RIO UATUMÃ,AMAZONAS,ITAPIRANGA,ELETRONORTE,ELETRONORTE,18800.0,-1.91666666666667,-59.4666666666667,
16080007,BALBINA 7 CONJUNTO,Fluviométrica,,1 - RIO AMAZONAS,"16 - RIO AMAZONAS,TROMBETAS,OUTROS",RIO UATUMÃ,AMAZONAS,ITAPIRANGA,ELETRONORTE,ELETRONORTE,18800.0,-1.9167,-59.4667,
16090000,UHE BALBINA JUSANTE,Fluviométrica,,1 - RIO AMAZONAS,"16 - RIO AMAZONAS,TROMBETAS,OUTROS",RIO UATUMÃ,AMAZONAS,PRESIDENTE FIGUEIREDO,ELETRONORTE,ELETRONORTE,14949.0,-1.9494,-59.4767,28.0
16091000,RIO UATUMÃ (PONTE DE BALBINA),Fluviométrica,,1 - RIO AMAZONAS,"16 - RIO AMAZONAS,TROMBETAS,OUTROS",RIO UATUMÃ,AMAZONAS,PRESIDENTE FIGUEIREDO,SEMA-AM,SEMA-AM,,-1.9381,-56.4833,
16091100,RIO UATUMÃ (RAMAL DA MORENA),Fluviométrica,,1 - RIO AMAZONAS,"16 - RIO AMAZONAS,TROMBETAS,OUTROS",RIO UATUMÃ,AMAZONAS,PRESIDENTE FIGUEIREDO,SEMA-AM,SEMA-AM,,-2.1089,-59.3353,
16100000,CACHOEIRA MORENA,Fluviométrica,,1 - RIO AMAZONAS,"16 - RIO AMAZONAS,TROMBETAS,OUTROS",RIO UATUMÃ,AMAZONAS,PRESIDENTE FIGUEIREDO,ANA,CPRM,20400.0,-2.1061,-59.3442,
16100900,FOZ DO RIO UATUMÃ COM RIO AMAZONAS,Fluviométrica,,1 - RIO AMAZONAS,"16 - RIO AMAZONAS,TROMBETAS,OUTROS",RIO UATUMÃ,AMAZONAS,URUCARÁ,SEMA-AM,SEMA-AM,,-2.4114,-57.5806,
16110000,RIO UATUMÃ (MONTANTE),Fluviométrica,,1 - RIO AMAZONAS,"16 - RIO AMAZONAS,TROMBETAS,OUTROS",RIO UATUMÃ,AMAZONAS,URUCARÁ,SEMA-AM,SEMA-AM,,-2.5431,-57.7492,
16111000,RIO UATUMÃ (JUSANTE),Fluviométrica,,1 - RIO AMAZONAS,"16 - RIO AMAZONAS,TROMBETAS,OUTROS",RIO UATUMÃ,AMAZONAS,SÃO SEBASTIÃO DO UATUMÃ,SEMA-AM,SEMA-AM,,-2.5781,-57.8481,
16129000,PCH ALTO JATAPU MONTANTE 2,Fluviométrica,,1 - RIO AMAZONAS,"16 - RIO AMAZONAS,TROMBETAS,OUTROS",RIO JATAPU,RORAIMA,CAROEBE,RORAIMA,RORAIMA,,1.0053,-59.2539,
16129500,PCH ALTO JATAPU RIO BARARATI,Fluviométrica,,1 - RIO AMAZONAS,"16 - RIO AMAZONAS,TROMBETAS,OUTROS",IGARAPÉ BARARATI,RORAIMA,CAROEBE,RORAIMA,RORAIMA,,1.03,-59.3131,
16130000,PCH ALTO JATAPÚ,Fluviométrica,,1 - RIO AMAZONAS,"16 - RIO AMAZONAS,TROMBETAS,OUTROS",RIO JATAPU,RORAIMA,CAROEBE,MEYER,MEYER,3030.0,0.9258,-59.3336,
16131000,PCH ALTO JATAPU BARRAMENTO,Fluviométrica,,1 - RIO AMAZONAS,"16 - RIO AMAZONAS,TROMBETAS,OUTROS",RIO JATAPU,RORAIMA,CAROEBE,RORAIMA,RORAIMA,,0.8589,-59.2944,
16131200,PCH ALTO JATAPU JUSANTE,Fluviométrica,,1 - RIO AMAZONAS,"16 - RIO AMAZONAS,TROMBETAS,OUTROS",RIO JATAPU,RORAIMA,CAROEBE,RORAIMA,RORAIMA,,0.8361,-59.3003,
16150000,KATUEMA,Fluviométrica,,1 - RIO AMAZONAS,"16 - RIO AMAZONAS,TROMBETAS,OUTROS",RIO JATAPU,AMAZONAS,URUCARÁ,ANA,ANA,21400.0,-1.0333,-58.6833,
16200000,BASE DA SIDERAMA,Fluviométrica,,1 - RIO AMAZONAS,"16 - RIO AMAZONAS,TROMBETAS,OUTROS",RIO JATAPU,AMAZONAS,URUCARÁ,ANA,ANA,24600.0,-1.6406,-58.5189,
16205000,BASE SIDERAMA - JUSANTE,Fluviométrica,,1 - RIO AMAZONAS,"16 - RIO AMAZONAS,TROMBETAS,OUTROS",RIO JATAPU,AMAZONAS,URUCARÁ,ANA,CPRM,24600.0,-1.6833,-58.5333,
16210000,RANCHO DO BARROSO,Fluviométrica,,1 - RIO AMAZONAS,"16 - RIO AMAZONAS,TROMBETAS,OUTROS",RIO JATAPU,AMAZONAS,URUCARÁ,ANA,ANA,24600.0,-1.6672,-58.5383,
16230000,RIO ITABANI,Fluviométrica,,1 - RIO AMAZONAS,"16 - RIO AMAZONAS,TROMBETAS,OUTROS",RIO ITABANI,AMAZONAS,SILVES,SEMA-AM,SEMA-AM,,-2.8347,-58.2067,
16231050,RIO URUBUÍ (CORREDEIRA URUBUÍ),Fluviométrica,,1 - RIO AMAZONAS,"16 - RIO AMAZONAS,TROMBETAS,OUTROS",RIO URUBUÍ,AMAZONAS,PRESIDENTE FIGUEIREDO,SEMA-AM,SEMA-AM,,-2.0447,-60.0292,
16239000,RIO PRETO (MONTANTE),Fluviométrica,,1 - RIO AMAZONAS,"16 - RIO AMAZONAS,TROMBETAS,OUTROS",RIO PRETO,AMAZONAS,RIO PRETO DA EVA,SEMA-AM,SEMA-AM,,-2.6389,-59.7344,
16239100,RIO PRETO (BALNEÁRIO),Fluviométrica,,1 - RIO AMAZONAS,"16 - RIO AMAZONAS,TROMBETAS,OUTROS",RIO PRETO,AMAZONAS,RIO PRETO DA EVA,KLINGELE,KLINGELE,,-2.6994,-59.7039,
16239500,PONTE RIO URUBU,Fluviométrica,,1 - RIO AMAZONAS,"16 - RIO AMAZONAS,TROMBETAS,OUTROS",RIO URUBU,AMAZONAS,ITACOATIARA,SEMA-AM,SEMA-AM,,-2.9114,-59.0453,
16250000,OSÓRIO FONSECA,Fluviométrica,,1 - RIO AMAZONAS,"16 - RIO AMAZONAS,TROMBETAS,OUTROS",RIO PARACONI,AMAZONAS,MAUÉS,ANA,CPRM,2680.0,-3.8333,-58.3036,
16300000,MAUÉS,Fluviométrica,,1 - RIO AMAZONAS,"16 - RIO AMAZONAS,TROMBETAS,OUTROS",RIO MAUÉS-AÇU,AMAZONAS,MAUÉS,ANA,ANA,26300.0,-3.4,-57.7167,
16300100,MAUÉS,Fluviométrica,,1 - RIO AMAZONAS,"16 - RIO AMAZONAS,TROMBETAS,OUTROS",RIO MAUÉS-AÇU,AMAZONAS,MAUÉS,SEMA-AM,SEMA-AM,,-3.415,-57.7172,
16340900,ABAIXO DO FRIGORÍFICO OSÓRIO,Fluviométrica,,1 - RIO AMAZONAS,"16 - RIO AMAZONAS,TROMBETAS,OUTROS",RIO SOLIMÕES-AMAZONAS,AMAZONAS,PARINTINS,SEMA-AM,SEMA-AM,,-2.6169,-56.7142,
16340940,FRONTEIRA DO AMAZONAS COM PARÁ,Fluviométrica,,1 - RIO AMAZONAS,"16 - RIO AMAZONAS,TROMBETAS,OUTROS",RIO SOLIMÕES-AMAZONAS,AMAZONAS,PARINTINS,SEMA-AM,SEMA-AM,,-2.4325,-56.4781,
16350000,PARINTINS,Fluviométrica,,1 - RIO AMAZONAS,"16 - RIO AMAZONAS,TROMBETAS,OUTROS",RIO SOLIMÕES-AMAZONAS,AMAZONAS,PARINTINS,ANA,ANA,4430000.0,-2.6222,-56.7283,
16350001,PORTO DE PARINTINS,Fluviométrica,,1 - RIO AMAZONAS,"16 - RIO AMAZONAS,TROMBETAS,OUTROS",RIO SOLIMÕES-AMAZONAS,AMAZONAS,PARINTINS,SEMA-AM,SEMA-AM,,-2.6222,-56.7344,
16350002,PARINTINS,Fluviométrica,,1 - RIO AMAZONAS,"16 - RIO AMAZONAS,TROMBETAS,OUTROS",RIO SOLIMÕES-AMAZONAS,AMAZONAS,PARINTINS,ANA,CPRM,4430000.0,-2.6306,-56.7519,
16350100,RIO NHAMUNDÁ - MONTANTE,Fluviométrica,,1 - RIO AMAZONAS,"16 - RIO AMAZONAS,TROMBETAS,OUTROS",RIO NHAMUNDÁ,AMAZONAS,NHAMUNDÁ,SEMA-AM,SEMA-AM,,-2.1461,-56.775,
16350150,RIO NHAMUNDÁ - JUSANTE,Fluviométrica,,1 - RIO AMAZONAS,"16 - RIO AMAZONAS,TROMBETAS,OUTROS",RIO NHAMUNDÁ,AMAZONAS,NHAMUNDÁ,SEMA-AM,SEMA-AM,,-2.2017,-56.7042,
16355000,CASTANHO,Fluviométrica,,1 - RIO AMAZONAS,"16 - RIO AMAZONAS,TROMBETAS,OUTROS",RIO ABACAXIS,AMAZONAS,BORBA,ANA,ANA,14000.0,-4.4078,-58.1325,
16360000,FAZENDA PARAMAZONAS,Fluviométrica,,1 - RIO AMAZONAS,"16 - RIO AMAZONAS,TROMBETAS,OUTROS",RIO PARAUARI,AMAZONAS,MAUÉS,ANA,ANA,8180.0,-4.6333,-57.8167,
16365000,MAMURU,Fluviométrica,,1 - RIO AMAZONAS,"16 - RIO AMAZONAS,TROMBETAS,OUTROS",RIO MAMURU,PARÁ,AVEIRO,ANA,ANA,4950.0,-3.4167,-56.3667,
16368000,MINERAÇÃO CAIMA,Fluviométrica,,1 - RIO AMAZONAS,"16 - RIO AMAZONAS,TROMBETAS,OUTROS",RIO NHAMUNDÁ,AMAZONAS,NHAMUNDÁ,ANA,CPRM,9580.0,-1.4381,-57.8269,
16370000,PERIMETRAL NORTE,Fluviométrica,,1 - RIO AMAZONAS,"16 - RIO AMAZONAS,TROMBETAS,OUTROS",RIO TROMBETAS,PARÁ,ORIXIMINÁ,ANA,CPRM,20300.0,0.6425,-56.8706,175.0
16380080,PONTA DA ILHA,Fluviométrica,,1 - RIO AMAZONAS,"16 - RIO AMAZONAS,TROMBETAS,OUTROS",RIO TROMBETAS,PARÁ,ORIXIMINÁ,ELETRONORTE,ELETRONORTE,30400.0,-0.5333,-56.8167,
16390060,TREZE QUEDAS,Fluviométrica,,1 - RIO AMAZONAS,"16 - RIO AMAZONAS,TROMBETAS,OUTROS",RIO TROMBETAS,PARÁ,ORIXIMINÁ,ELETRONORTE,ELETRONORTE,29000.0,-0.0833,-56.9,
16390080,TURUNA,Fluviométrica,,1 - RIO AMAZONAS,"16 - RIO AMAZONAS,TROMBETAS,OUTROS",RIO TURUNA,PARÁ,ORIXIMINÁ,ELETRONORTE,ELETRONORTE,4820.0,-0.0797,-57.0361,
16410060,MANUEL JOSÉ,Fluviométrica,,1 - RIO AMAZONAS,"16 - RIO AMAZONAS,TROMBETAS,OUTROS",RIO TROMBETAS,PARÁ,ORIXIMINÁ,ELETRONORTE,ELETRONORTE,29200.0,-0.2,-56.9,
16410070,ILHINHA,Fluviométrica,,1 - RIO AMAZONAS,"16 - RIO AMAZONAS,TROMBETAS,OUTROS",RIO TROMBETAS,PARÁ,ORIXIMINÁ,ELETRONORTE,ELETRONORTE,23500.0,0.0347,-56.9381,118.7
16410080,MANIVA,Fluviométrica,,1 - RIO AMAZONAS,"16 - RIO AMAZONAS,TROMBETAS,OUTROS",RIO TROMBETAS,PARÁ,ORIXIMINÁ,ELETRONORTE,ELETRONORTE,29900.0,-0.3167,-56.8,
16429480,TAJA,Fluviométrica,,1 - RIO AMAZONAS,"16 - RIO AMAZONAS,TROMBETAS,OUTROS",RIO TROMBETAS,PARÁ,ORIXIMINÁ,ELETRONORTE,ELETRONORTE,35700.0,-0.6547,-56.8378,
16430000,GARGANTA,Fluviométrica,,1 - RIO AMAZONAS,"16 - RIO AMAZONAS,TROMBETAS,OUTROS",RIO TROMBETAS,PARÁ,ORIXIMINÁ,ANA,CPRM,39000.0,-0.9978,-57.0431,
16430003,CUMARU 2,Fluviométrica,,1 - RIO AMAZONAS,"16 - RIO AMAZONAS,TROMBETAS,OUTROS",RIO TROMBETAS,PARÁ,ORIXIMINÁ,ELETRONORTE,ELETRONORTE,51700.0,-1.0644,-57.065,
16430004,MAGINA 2,Fluviométrica,,1 - RIO AMAZONAS,"16 - RIO AMAZONAS,TROMBETAS,OUTROS",RIO TROMBETAS,PARÁ,ORIXIMINÁ,ELETRONORTE,ELETRONORTE,51700.0,-1.0603,-57.0586,3.49
16430005,MAGINA 1,Fluviométrica,,1 - RIO AMAZONAS,"16 - RIO AMAZONAS,TROMBETAS,OUTROS",RIO TROMBETAS,PARÁ,ORIXIMINÁ,ELETRONORTE,ELETRONORTE,51700.0,-1.03833333333333,-57.0566666666667,3.29
16430008,QUEBRA POTE 3,Fluviométrica,,1 - RIO AMAZONAS,"16 - RIO AMAZONAS,TROMBETAS,OUTROS",RIO TROMBETAS,PARÁ,ORIXIMINÁ,ELETRONORTE,ELETRONORTE,51700.0,-1.02055555555556,-57.0594444444444,3.73
16440000,ALDEIA DO CHAPÉU,Fluviométrica,,1 - RIO AMAZONAS,"16 - RIO AMAZONAS,TROMBETAS,OUTROS",RIO CACHORRO,PARÁ,ORIXIMINÁ,ANA,CPRM,12500.0,-0.9497,-57.1639,
16449480,ANANAI,Fluviométrica,,1 - RIO AMAZONAS,"16 - RIO AMAZONAS,TROMBETAS,OUTROS",RIO CACHORRO,PARÁ,ORIXIMINÁ,ELETRONORTE,ELETRONORTE,8420.0,0.6283,-57.3733,
16450000,CACHOEIRA ALTA,Fluviométrica,,1 - RIO AMAZONAS,"16 - RIO AMAZONAS,TROMBETAS,OUTROS",RIO CACHORRO,PARÁ,ORIXIMINÁ,ELETRONORTE,ELETRONORTE,12300.0,0.9125,-57.1794,
16460000,CARAMUJO,Fluviométrica,,1 - RIO AMAZONAS,"16 - RIO AMAZONAS,TROMBETAS,OUTROS",RIO TROMBETAS,PARÁ,ORIXIMINÁ,ANA,CPRM,51700.0,-1.065,-57.0614,
16470002,CUMARU,Fluviométrica,,1 - RIO AMAZONAS,"16 - RIO AMAZONAS,TROMBETAS,OUTROS",RIO TROMBETAS,PARÁ,ORIXIMINÁ,ELETRONORTE,ELETRONORTE,51700.0,-1.0297,-57.0675,
16480000,ALDEIA WAI-WAI,Fluviométrica,,1 - RIO AMAZONAS,"16 - RIO AMAZONAS,TROMBETAS,OUTROS",RIO MAPUERA OU URUCURINA,PARÁ,ORIXIMINÁ,ANA,ANA,21600.0,-0.6947,-57.9747,82.59
16480080,CACHOEIRA DA BATERIA,Fluviométrica,,1 - RIO AMAZONAS,"16 - RIO AMAZONAS,TROMBETAS,OUTROS",RIO MAPUERA OU URUCURINA,PARÁ,ORIXIMINÁ,ELETRONORTE,ELETRONORTE,15600.0,0.0531,-58.1078,128.31
16490480,CARONA,Fluviométrica,,1 - RIO AMAZONAS,"16 - RIO AMAZONAS,TROMBETAS,OUTROS",RIO MAPUERA OU URUCURINA,PARÁ,ORIXIMINÁ,ELETRONORTE,ELETRONORTE,17400.0,-0.2239,-57.9428,
16490490,ASSUNÇÃO,Fluviométrica,,1 - RIO AMAZONAS,"16 - RIO AMAZONAS,TROMBETAS,OUTROS",RIO MAPUERA OU URUCURINA,PARÁ,ORIXIMINÁ,ELETRONORTE,ELETRONORTE,7640.0,0.3811,-58.4136,84.59
16500000,ESTIRÃO DA ANGÉLICA,Fluviométrica,,1 - RIO AMAZONAS,"16 - RIO AMAZONAS,TROMBETAS,OUTROS",RIO MAPUERA OU URUCURINA,PARÁ,ORIXIMINÁ,ANA,CPRM,25800.0,-1.1006,-57.0569,11.83
16560000,MAP-1,Fluviométrica,,1 - RIO AMAZONAS,"16 - RIO AMAZONAS,TROMBETAS,OUTROS",RIO MAPUERA OU URUCURINA,PARÁ,ORIXIMINÁ,ELETRONORTE,ELETRONORTE,24900.0,-1.1192,-57.2339,
16560080,CACHOEIRA DA ÉGUA,Fluviométrica,,1 - RIO AMAZONAS,"16 - RIO AMAZONAS,TROMBETAS,OUTROS",RIO MAPUERA OU URUCURINA,PARÁ,ORIXIMINÁ,ELETRONORTE,ELETRONORTE,348.0,0.7583,-57.6567,48.31
16590000,TABULEIRO - REBIO TROMBETAS,Fluviométrica,,1 - RIO AMAZONAS,"16 - RIO AMAZONAS,TROMBETAS,OUTROS",RIO TROMBETAS,PARÁ,ORIXIMINÁ,ANA,CPRM,79000.0,-1.3706,-56.8519,
16600000,PORTO TROMBETAS,Fluviométrica,,1 - RIO AMAZONAS,"16 - RIO AMAZONAS,TROMBETAS,OUTROS",RIO TROMBETAS,PARÁ,ORIXIMINÁ,CHM,CHM,82900.0,-1.45833333333333,-56.3833333333333,
16620000,MÃE CUE,Fluviométrica,,1 - RIO AMAZONAS,"16 - RIO AMAZONAS,TROMBETAS,OUTROS",RIO TROMBETAS,PARÁ,ORIXIMINÁ,ELETRONORTE,ELETRONORTE,80100.0,-1.46027777777778,-56.7086111111111,0.33
16650000,CACH DA PORTEIRA - CONJ 1,Fluviométrica,,1 - RIO AMAZONAS,"16 - RIO AMAZONAS,TROMBETAS,OUTROS",RIO TROMBETAS,PARÁ,ORIXIMINÁ,ANA,CPRM,77600.0,-1.0875,-57.0469,
16650002,CACH DA PORTEIRA - CONJ 2,Fluviométrica,,1 - RIO AMAZONAS,"16 - RIO AMAZONAS,TROMBETAS,OUTROS",RIO TROMBETAS,PARÁ,ORIXIMINÁ,ANA,ANA,77600.0,-1.0833,-57.0333,
16650004,CACH DA PORTEIRA - CONJ 3,Fluviométrica,,1 - RIO AMAZONAS,"16 - RIO AMAZONAS,TROMBETAS,OUTROS",RIO TROMBETAS,PARÁ,ORIXIMINÁ,ANA,ANA,77700.0,-1.1208,-57.0156,
16660000,IBDF,Fluviométrica,,1 - RIO AMAZONAS,"16 - RIO AMAZONAS,TROMBETAS,OUTROS",RIO TROMBETAS,PARÁ,ORIXIMINÁ,ELETRONORTE,ELETRONORTE,79000.0,-1.3703,-56.8519,
16661000,TABULEIRO - REBIO TROMBETAS,Fluviométrica,,1 - RIO AMAZONAS,"16 - RIO AMAZONAS,TROMBETAS,OUTROS",RIO TROMBETAS,PARÁ,ORIXIMINÁ,ANA,CPRM,79000.0,-1.3706,-56.8519,
16670000,PRAIA RASA,Fluviométrica,,1 - RIO AMAZONAS,"16 - RIO AMAZONAS,TROMBETAS,OUTROS",RIO TROMBETAS,PARÁ,ORIXIMINÁ,ELETRONORTE,ELETRONORTE,78200.0,-1.2322,-56.9231,
