nome,latitude,longitude
BUJARU,-1.7153,-47.9797
INHANGAPI,-1.5278,-48.0611
SANTA ISABEL DO PARÁ,-1.4961,-48.1906
CAPTAÇÃO D'ÁGUA DA COSANPA,-1.455,-48.4017
BELÉM 1,-1.455,-48.4014
BELÉM 2,-1.2794,-48.4425
BELÉM 3,-1.2592,-48.4294
TAUIRI,-3.5,-48.8333
GOIANÉSIA DO PARÁ (ARURANDEUA),-3.9986,-48.4606
PARAGOMINAS (CAPIM),-3.2786,-48.4606
PARAGOMINAS,-3.1603,-48.0975
FAZENDA MARINGA,-3.1372,-48.0847
IPIXUNA DO PARÁ,-3.0017,-48.1906
BADAJÓS,-2.5128,-47.7681
AURORA DO PARÁ,-2.3603,-47.0886
AURORA DO PARÁ,-2.0375,-47.7522
ABAETETUBA 1,-1.7258,-48.8928
ABAETETUBA 2,-1.6639,-48.7797
BARCARENA 1,-1.5178,-48.6425
BARCARENA 2,-1.5583,-48.5053
BOA VISTA,-1.3503,-47.9822
MACAPAZINHO,-1.3872,-47.9861
PORTO DE MINAS,-1.3531,-48.1533
BENEVIDES,-1.3122,-48.3061
MAGALHAES BARATA,-0.9425,-47.6472
MÉDIO RIO QUATIPURU VILA DOS CUNHAS,-1.1939,-46.9417
BAIXO RIO QUATIPURU,-1.0114,-46.9883
PEIXE-BOI,-1.2167,-47.3167
MARACANÃ,-0.7608,-47.4567
LAGO VERDE,-3.9189,-44.9714
PARAGOMINAS,-3.3467,-47.1456
ULIANÓPOLIS,-3.6167,-47.1403
ARRAIAL,-1.3167,-47.1167
TENTUGAL,-1.3167,-46.9833
NOVA MOCAJUBA,-1.2728,-46.8894
BRAGANÇA,-1.2803,-46.8836
AUGUSTO CORREA,-1.0522,-46.645
SETE ILHAS,-1.8581,-46.7089
VISEU,-1.8581,-46.7089
JAPIIM,-1.8019,-46.6972
TARARUA,-1.7,-46.6
TARARUÁ - PONTE,-1.7353,-46.5914
CACHOEIRA DO PIRIÁ,-1.7353,-46.5914
FAZENDA RURAL ZEBU,-3.3197,-46.8456
PARAGOMINAS 1,-2.9936,-47.3514
PARAGOMINAS 2,-2.7767,-47.1686
CAFEZAL,-2.7717,-46.8028
CAFEZAL,-2.7717,-46.8028
TEKOHAW  (Aldeia indigena),-2.62888888888889,-46.5519444444444
CANINDÉ,-2.5622,-46.4969
CANINDÉ,-2.5622,-46.4969
CAMIRANGA,-1.8,-46.2833
ALTO BONITO,-1.8006,-46.3161
ALTO BONITO,-1.8006,-46.3161
VISEU (GURUPI),-1.5947,-46.1558
SALINÓPOLIS,-0.6994,-47.3617
MARACACUME,-2.0536,-45.9556
ALTO TURI,-2.9442,-45.6672
BR-316 / RIO PARUÁ,-2.5031,-45.785
PINHEIRO,-2.5333,-45.0667
ILHA DO PAU,-2.4667,-45.05
VALE DO PINDARÉ,-4.6969,-46.9347
PONTE BR-222,-4.2992,-46.4942
FAZENDA VARIG,-4.2008,-46.4872
PONTE BR-222,-4.2989,-46.4944
ALTO ALEGRE DO PINDARÉ,-3.6989,-46.0044
ALTO ALEGRE DO PINDARÉ,-3.6925,-45.9183
ALTO ALEGRE DO PINDARÉ,-3.6583,-45.8819
ALTO ALEGRE,-3.665,-45.8419
ALTO ALEGRE DO PINDARÉ,-3.6647,-45.8417
CAJARI RIO PINDARÉ-MIRIM,-3.2933,-44.9875
FAZENDA SANTA JÚLIA,-3.6814,-45.6053
ARAME,-4.6719,-45.9475
TUFILÂNDIA,-3.7203,-45.5642
ESPERANTINA,-4.0339,-45.7786
BOM JARDIM,-3.6356,-45.6222
PIMENTEL,-3.6981,-45.4992
BOM JARDIM,-3.6936,-45.495
PINDARÉ-MIRIM,-3.6597,-45.4661
PINDARÉ-MIRIM,-3.6611,-45.4583
PINDARÉ-MIRIM,-3.5958,-45.3122
MONÇÃO,-3.4944,-45.2611
MONÇÃO,-3.4692,-45.2114
CAJARI,-3.4083,-45.0558
CAJARI,-3.3631,-44.9875
LIMA CAMPOS,-4.6372,-44.4567
FAZENDA REMANSO,-5.7658,-45.98
VITÓRIA DO MEARIM,-3.4678,-44.8725
OSÓRIO,-3.4797,-44.8381
PAPAGAIO,-5.9833,-45.4003
SÃO CARLOS,-5.8886,-45.3128
RIO CORDA II,-5.735,-45.3183
RIO CORDA,-5.65,-45.2667
PASSAGEM RASA,-5.6278,-45.2581
FAZENDA OURIVES,-5.7794,-45.1736
BARRA DO CORDA,-5.5006,-45.2436
SANTA VITÓRIA,-5.1019,-44.9614
SANTA VITÓRIA,-5.1019,-44.9614
IGARAPÉ GRANDE,-4.6542,-44.8917
RIO PIXUNA-AÇU,-4.8328,-44.9458
IGARAPÉ DO MEIO,-3.72,-45.0831
FLORES,-5.4194,-44.9278
PEDREIRAS,-4.5667,-44.6
AÇUDE FLORES,-5.0644,-44.6644
RUFINO,-5.05,-44.6667
JOSELÂNDIA,-4.9253,-44.6181
JOSELÂNDIA,-4.9258,-44.6181
PEDREIRAS,-4.57,-44.605
PEDREIRAS II,-4.57,-44.6106
JOSELÂNDIA,-4.8806,-44.6742
SÃO LUIZ GONZAGA,-4.37,-44.6758
SÃO LUÍS GONZAGA DO MARANHÃO,-4.3831,-44.6667
BACABAL,-4.2194,-44.7653
BACABAL,-4.2194,-44.7653
RIO MEARIM,-4.9214,-44.8203
LAJES DO CURRAL,-3.8986,-44.6114
SÃO MATEUS DO MARANHÃO,-3.8769,-44.6128
BAMBU BR-316,-4.2261,-44.8372
BACABAL,-4.2261,-44.8372
GRAJAU,-5.8117,-46.1397
GRAJAU II,-5.8222,-46.1422
FORTALEZA,-5.5944,-46.2403
ITAIPAVA DO GRAJAÚ,-5.1447,-45.7953
GADO BRAVO,-5.5833,-46.2333
MADAIL,-4.9317,-45.5753
PAULO RAMOS,-4.4728,-45.3111
VITORINO FREIRE,-4.3506,-45.3456
FAZENDA SABESA,-4.5372,-45.3281
PAULO RAMOS,-4.5378,-45.3261
VITORINO FREIRE,-4.24,-45.3622
SÃO JOÃO DO GRAJAU,-4.2136,-45.3597
VITORINO FREIRE,-4.1064,-45.3078
ARATOÍ GRANDE,-3.7722,-45.2181
ARATOÍ GRANDE,-3.7722,-45.2181
ARARI,-3.46666666666667,-44.7833333333333
SÃO LUÍS,-2.6672,-44.3197
PONTA DA MADEIRA,-2.5525,-44.4506
SÃO LUÍS,-2.5669,-44.2847
SÃO LUÍS,-2.5239,-44.2792
SÃO LUÍS,-2.4911,-44.2589
SÃO LUÍS,-2.4778,-44.2106
SÃO LUÍS,-2.5272,-44.2028
PAÇO DO LUMIAR,-2.4714,-44.1161
PAÇO DO LUMIAR,-2.5167,-44.0739
SÃO LUÍS,-2.6508,-44.2144
SÃO LUÍS,-2.6889,-44.21
SÃO FELINHO,-6.6992,-44.715
MIRADOR,-6.3708,-44.3603
FERNANDO FALCÃO,-6.17,-44.8689
CAMPO LARGO,-6.0669,-44.7083
PORTO DO LOPES,-6.0072,-44.34
COLINAS,-6.0208,-44.2486
PICOS,-6.0167,-44.2333
RIO ITAPECURU,-5.0867,-43.4675
NAZARÉ,-5.9217,-43.7939
MENDES,-5.7061,-43.5861
MONTEVIDÉU,-5.3372,-43.8844
CRIMINOSA,-4.93333333333333,-43.3666666666667
CAXIAS,-4.865,-43.3675
CAXIAS (RIO ITAPECURU),-4.68,-43.5292
RIO ITAPECURU,-4.7972,-43.3864
CODÓ,-4.4583,-43.875
CODÓ,-4.5025,-43.7222
FAZENDA SOBRAL,-4.4653,-43.9333
COROATÁ,-4.1258,-44.1297
COROATÁ (RIO ITAPECURU),-3.9764,-44.1983
ALTO ALEGRE DO MARANHÃO,-4.2408,-44.4389
SÃO MATEUS,-4.0103,-44.4417
SÃO MATEUS DO MARANHÃO,-4.0103,-44.4417
PEDRAS,-3.9333,-44.0222
PIRAPEMAS,-3.75,-44.15
PIRITORÓ,-3.7167,-44.2833
PERITORÓ II,-3.7064,-44.2872
PERITORÓ II,-3.7064,-44.2872
PIRAPEMAS (RIO PIRITORÓ),-3.8239,-44.2822
RIO PIRITORÓ,-3.8653,-44.2894
PIRAPEMAS (IGARAPÉ COMPANHIA),-3.8117,-44.2569
CANTANHEDE,-3.6278,-44.3792
CANTANHEDE,-3.6278,-44.3792
ITAPECURU MIRIM,-3.5953,-44.4006
ITAPECURU MIRIM,-3.3703,-44.3447
ITAPECURU-MIRIM,-3.3922,-44.3619
SANTA RITA,-3.1581,-44.2872
ROSÁRIO,-2.9092,-44.2431
ROSÁRIO,-3.0453,-44.2364
MORRO ALTO,-2.9686,-42.9467
BARREIRINHAS,-2.9686,-42.9467
BARREIRINHAS,-2.7869,-42.8583
BARREIRINHAS,-2.8236,-43.1222
BARREIRINHAS,-2.755,-42.8356
BARREIRINHAS,-2.6931,-42.9206
BARREIRINHAS,-2.7328,-42.7828
PAULINO NEVES,-2.7239,-42.5467
PAULINO NEVES,-2.7156,-42.5319
FAZENDA CAPUEIRA,-4.1669,-43.2239
AFONSO CUNHA,-4.1669,-43.2239
ARARI,-3.4019,-44.815
MUNIM,-3.5775,-43.7028
VARGEM GRANDE,-3.5775,-43.7028
ANAPURUS,-3.6839,-43.1228
CHAPADINHA,-3.8236,-43.3683
MATA ROMA,-3.6261,-43.1075
CHAPADINHA,-3.7178,-43.3461
MATA ROMA,-3.5756,-43.3853
MATA ROMA,-3.56,-43.3481
BONSUCESSO,-3.5678,-43.3169
CHAPADINHA,-3.5678,-43.3169
SÃO BENEDITO,-3.3353,-43.5264
SÃO BENEDITO DO RIO PRETO,-3.3353,-43.5264
URBANO SANTOS,-3.4278,-43.4353
NINA RODRIGUES,-3.4744,-43.8011
NINA RODRIGUES,-3.4647,-43.8931
IGUARÁ,-3.5525,-43.8722
VARGEM GRANDE,-3.5536,-43.8736
NINA RODRIGUES,-3.4606,-43.9008
NINA RODRIGUES,-3.4594,-43.8989
PRESIDENTE JUCELINO,-3.1103,-44.0142
PRESIDENTE JUSCELINO,-2.935,-44.0653
CACHOEIRA GRANDE,-2.9233,-44.0583
URBANO SANTOS,-3.2694,-43.4233
URBANO SANTOS,-3.2092,-43.4064
URBANO SANTOS,-3.2092,-43.4064
HUMBERTO DE CAMPOS,-2.5864,-43.4608
HUMBERTO DE CAMPOS,-2.4919,-43.4983
SANTO AMARO DO MARANHÃO,-2.505,-43.2533
PRIMEIRA CRUZ,-2.5392,-43.4322
PORTO ALEGRE,-9.8644,-46.1006
PORTO,-3.9825,-42.7903
FAZENDA UNIÃO,-9.29,-45.9019
ALTO PARNAÍBA,-9.1131,-45.9261
UHE BOA ESPERANÇA (CASTELO BRANCO) MONTANTE 2,-9.1131,-45.9264
MEDONHO,-9.0083,-46.0058
FAZENDA PARACATI,-8.2808,-45.6667
FAZENDA PARACATI II,-8.2708,-45.6683
UHE BOA ESPERANÇA (CASTELO BRANCO) MONTANTE 1,-7.5558,-45.2436
RIBEIRO GONÇALVES,-7.5667,-45.2544
SÍTIO DO VELHO,-7.3808,-44.8267
FORMOSA DO URUÇUÍ PRETO,-8.6725,-44.8856
UHE BOA ESPERANÇA (CASTELO BRANCO)RIO URUÇUÍ PRETO,-7.3903,-44.6136
FAZENDA BANDEIRA,-7.3908,-44.6142
FAZENDA VELAME,-7.3,-44.6
UHE BOA ESPERANÇA (CASTELO BRANCO) BALSAS 2,-7.5342,-46.0344
BALSAS,-7.5344,-46.0358
MARAVILHA BR-230,-7.4742,-46.0219
BALSINHAS BR-324,-7.5356,-45.8025
NEVES BR-230,-7.0372,-45.5008
SAMBAÍBA,-7.1333,-45.35
SAMBAÍBA,-7.1489,-45.3489
UHE BOA ESPERANÇA (CASTELO BRANCO) BALSAS 1,-7.0817,-44.8117
SÃO FÉLIX DE BALSAS,-7.0819,-44.8139
FAZENDA BELEZA,-7.21666666666667,-44.65
URUÇUÍ,-7.2333,-44.5667
BENEDITO LEITE,-7.2167,-44.5667
NOVA IORQUE,-6.76666666666667,-44.05
UHE BOA ESPERANÇA (CASTELO BRANCO) BARRAMENTO,-6.7494,-43.5669
BOA ESPERANÇA I,-6.75,-43.5833333333333
UHE BOA ESPERANÇA (CASTELO BRANCO) RESERVATÓRIO,-6.7567,-43.5858
UHE BOA ESPERANÇA (CASTELO BRANCO)  JUSANTE,-6.7722,-43.5469
GUADALUPE,-6.7722,-43.5469
BOA ESPERANÇA,-6.75,-43.5666666666667
BOA ESPERANÇA II,-6.8,-43.5166666666667
VEADOS,-6.83333333333333,-43.4833333333333
FAZENDA BANANEIRA,-10.0164,-45.0247
SÃO GONÇALO,-10.0336,-45.3036
BARROCÃO,-9.8819,-45.2328
CONTRATO,-9.58,-45.0292
BOA VISTA,-9.65,-44.8333333333333
REDENÇÃO DO GURGUÉIA,-9.5397,-44.6014
FAZENDA DE CIMA,-10.5294,-44.9508
LAGOA PARNAGUÁ,-10.2256,-44.65
PARNAGUÁ,-10.2194,-44.6483
AÇUDE ALGODÕES II,-10.1992,-44.2253
LAJEDO,-9.98333333333333,-44.4666666666667
PASSAGEM DAS PEDRAS,-9.9208,-44.4956
LAMEIRÃO,-9.73333333333333,-44.6333333333333
CACIMBAS,-9.5833,-44.6214
CRISTINO CASTRO,-8.8167,-44.2167
CRISTINO CASTRO II,-8.7925,-44.2058
BARRA DE SANTANA,-8.58333333333333,-44.0
VALE DO GURGUEIA,-8.11666666666667,-43.8
PONTE BR-324,-8.0975,-43.805
BARRA DO LANCE,-7.2475,-43.6433
BATALHA - ESTRADA A,-4.2178,-42.1939
JERUMENHA,-7.08333333333333,-43.5166666666667
SANTA ROSA,-7.06666666666667,-43.5166666666667
BARRA DO GURGUEIA,-6.8347,-43.3903
FLORIANO,-6.7667,-43.0167
BARÃO DE GRAJAÚ,-6.7614,-43.0278
AÇUDE CAJAZEIRAS,-6.8908,-40.6314
AÇUDE PIAUS,-6.9925,-40.8364
PONTE DA ITAUEIRA,-6.8139,-42.9667
AÇUDE BARREIRAS,-7.095,-40.5883
ITAUEIRA,-7.6383,-43.0481
AÇUDE INGAZEIRA,-8.1333,-41.15
AÇUDE INGAZEIRAS,-8.14,-41.1633
AÇUDE PEDRA REDONDA,-8.0111,-41.4947
PEDRA REDONDA,-8.00555555555556,-41.4977777777778
AÇUDE POÇOS I,-7.6583,-43.0856
AÇUDE POÇOS,-7.88,-41.8956
AÇUDE CACIMBA,-7.7256,-41.8378
FAZENDA TAPAGÉ,-7.4681,-41.8653
AÇUDE ESTREITO,-7.3347,-40.8447
AÇUDE POÇO DO MARRUÁ,-7.7031,-41.2353
AÇUDE BARRAGEM SALGADINHO,-7.5511,-40.8269
MARIA PRETA,-7.5464,-41.295
ITAINÓPOLIS,-7.38333333333333,-41.5
AÇUDE BOCAINA,-6.9136,-41.3069
BOCAINA - JUSANTE,-6.9172,-41.3056
PICOS,-7.0728,-41.4536
AÇUDE FÁTIMA,-7.0156,-41.5561
SANTA CRUZ DO PIAUÍ,-7.18972222222222,-41.7702777777778
SANTA CRUZ DO PIAUÍ II,-7.1894,-41.7703
FAZENDA TALHADA II,-6.9861,-42.0883
FAZENDA TALHADA,-6.9731,-42.1061
AÇUDE SALINAS,-6.9972,-42.5181
AÇUDE BONFIM,-9.1611,-42.8725
FAZENDA JUREMA,-9.01666666666667,-42.4833333333333
AÇUDE MALHADINHA,-9.2131,-42.4406
AÇUDE NONATO,-9.1094,-41.9472
FAZENDA ONÇA,-9.0333,-42.4478
AÇUDE CARACOL,-9.2842,-43.3208
AÇUDE ALDEIAS,-9.0203,-42.7
SÃO RAIMUNDO NONATO,-9.0167,-42.6917
AÇUDE PETRÔNIO PORTELA,-9.0006,-42.4256
AÇUDE JENIPAPO,-8.4556,-42.1639
SÃO JOÃO DO PIAUÍ,-8.355,-42.2453
EXTREMAS,-7.4,-42.5666666666667
SÃO FRANCISCO DO PIAUÍ,-7.25,-42.55
SÃO FRANCISCO DO PIAUÍ,-7.2342,-42.5439
NAZARÉ DO PIAUÍ,-6.98333333333333,-42.6666666666667
FRANCISCO AYRES,-6.6222,-42.6969
REGENERAÇÃO,-6.2422,-42.6869
OITEIRO,-6.5833,-42.7
AMARANTE,-6.2942,-42.8139
PASSAGEM FRANCA II,-5.8581,-42.4436
BARRA DO CANINDÉ,-6.25,-42.85
AMARANTE,-6.25,-42.85
PORTO MARRUA,-6.0167,-43.0511
PALMEIRAIS,-5.9794,-43.0636
PALMEIRAIS - BALSA PORTO MANGUEIRA,-5.6828,-43.0858
ARACA,-5.8339,-43.0933
PALMEIRAIS - FAZENDA VENEZA,-5.5717,-43.0233
FAZENDA VENEZA,-5.5719,-43.0242
FLORES,-5.1,-42.8333333333333
TERESINA - CHESF,-5.135,-42.8111
TERESINA II,-5.135,-42.8111
TERESINA - CHESF,-5.1306,-42.8139
UNIÃO,-4.8556,-42.7903
MIGUEL ALVES,-4.1819,-42.9511
QUITERIANÓPOLIS,-6.0853,-40.8403
CRATEÚS,-5.1944,-40.6575
CRATEÚS,-5.1839,-40.6597
CRATEÚS,-5.1544,-40.6783
AÇUDE COLINA,-5.8392,-40.7144
AÇUDE JABURU II,-5.4186,-40.4797
AÇUDE FLOR DO CAMPO,-5.5694,-40.6747
AÇUDE CUPIM,-5.3928,-40.2997
AÇUDE BARRA VELHA,-4.4156,-40.9108
AÇUDE CARNAUBAL,-5.2878,-40.6669
AÇUDE REALEJO,-4.6111,-41.1108
AÇUDE BARRAGEM DO BATALHÃO,-5.0297,-41.0831
AÇUDE CORREDORES,-5.1028,-42.0397
AÇUDE EMPAREDADO,-5.0808,-42.0556
AÇUDE MESA DE PEDRA,-6.1936,-41.9928
IBIAPABA (JUAZEIRO),-5.05,-40.9166666666667
MONSENHOR GIL,-5.5639,-42.6128
NOVO SANTO ANTÔNIO,-5.2928,-41.9236
AÇUDE SUCESSO,-4.9553,-40.5247
CASTELO DO PIAUÍ,-5.3361,-41.5533
AÇUDE SÃO JOSÉ III,-4.8986,-40.7703
CROATÁ,-4.4156,-40.9108
SAUDOSO,-4.6197,-41.125
SÃO FÉLIX DO PIAUÍ,-5.9281,-42.0794
OITICICA,-5.0297,-41.0831
BEBEDOURO,-5.0586,-41.1567
CASTELO MONTANTE,-4.9678,-41.2478
CASTELO - MONTANTE,-5.0667,-41.5833
JUAZEIRO DO PIAUÍ,-5.19,-41.7014
FAZENDA BOA ESPERANÇA,-5.2231,-41.7375
AÇUDE SÃO VICENTE,-5.51,-41.3456
HUGO NAPOLEÃO,-5.9869,-42.5483
SANTA CRUZ DOS MILAGRES,-5.7989,-41.9522
SANTA CRUZ DOS MILAGRES,-5.8003,-41.9594
FAZENDA CARNAÍBA,-5.7139,-42.1
ALTO LONGÁ,-5.2494,-42.2128
PRATA DO PIAUÍ,-5.6664,-42.2136
PRATA DO PIAUÍ,-5.6664,-42.2136
DEMERVAL LOBÃO,-5.3461,-42.6294
AÇUDE TABOQUINHA,-5.4417,-42.3636
FAZENDA CANTINHO II,-5.1997,-42.6956
TERESINA - FAZENDA CANTINHO II,-5.2003,-42.6961
FAZENDA CANTINHO,-5.2,-42.7166666666667
TERESINA - CEA,-5.0867,-42.7903
COELHO NETO,-4.2881,-42.9856
COELHO NETO,-4.2881,-42.9856
BARRAS - CHURRASCARIA BOINHA,-4.2236,-42.2494
BARRAS - PI110,-4.2444,-42.3325
BARRAS - TAPUIO,-4.2764,-42.4158
MIGUEL ALVES,-4.16666666666667,-42.9
AMPO MAIOR,-4.8303,-42.165
RIACHO SANTO ANTÔNIO,-4.2703,-42.2664
RIACHO PITUBA,-3.9211,-40.9442
GADO BRAVO,-3.51666666666667,-42.5333333333333
LUZILÂNDIA,-3.4539,-42.37
PORTO FORMOSO,-3.4528,-42.3667
LAGOA DO TABOLEIRO,-3.45,-42.35
LAGOA DO MUQUEM,-3.45,-42.35
LAGOA DO MURICI,-3.43333333333333,-42.3333333333333
BOA VISTA EM MORRO DO CHAPEU,-3.58333333333333,-42.3
IGARAPE DO FORQUILHA,-3.4333,-42.2
VOLTA DO MACHADO,-3.26666666666667,-42.1166666666667
AÇUDE BEZERROS,-4.7689,-42.6078
BOA HORA,-4.3172,-42.1119
AÇUDE JOANA,-4.4417,-41.4739
GUARIBAS,-4.46666666666667,-41.5333333333333
FAZENDA ALEGRIA,-4.4097,-42.1814
PEDRA BRANCA,-4.3931,-42.4072
PEDRINHAS,-4.2667,-42.35
PEDRINHAS,-4.2378,-42.3053
ESPERANTINA,-3.9028,-42.2297
BATALHA - BARRAGEM DO LONGÁ,-4.2039,-42.2394
AÇUDE CALDEIRÃO,-4.33,-41.7206
RECURSO (CALDEIRÃO),-4.3278,-41.7536
AÇUDE CALDEIRÃO,-4.3333,-41.7667
AÇUDE CALDEIRÃO - COMPORTA,-4.3333,-41.7667
CAIÇARA I,-4.25,-41.8403
AÇUDE PÉ DE SERRA,-4.2561,-41.5836
AÇUDE ANAJÁS,-4.2508,-41.7825
CONGOS,-3.98333333333333,-41.95
CONGOS,-4.0283,-41.9122
ALTO ALEGRE,-4.01666666666667,-41.45
AÇUDE SENADOR FREITAS NETO,-4.0042,-41.4481
AÇUDE ALGODÕES I,-3.4986,-41.415
PIRACURUCA,-3.9372,-41.7169
AÇUDE PIRACURUCA,-3.9608,-41.6703
PIRACURUCA - JUSANTE,-3.9594,-41.6739
AÇUDE PIRACURUCA JUSANTE,-3.9594,-41.6747
AÇUDE JABURU I,-3.3042,-39.51
RESERVATÓRIO GRANJEIRO,-3.9,-40.9539
SANGRADOURO,-4.0394,-41.2675
RIO JABURU,-3.905,-40.9383
TINGUIS,-3.7239,-41.9742
CAXINGO,-3.3769,-41.9336
LAGOA DE BURITI DOS LOPES,-3.16666666666667,-41.9166666666667
SÃO BERNARDO,-3.36,-42.4197
CARRASCO (BARRA DO LONGA),-3.2175,-41.9778
ILHA DOS POÇÕES,-2.96666666666667,-41.8166666666667
ROSÁPOLIS,-2.93333333333333,-41.8166666666667
BOCA DA CACHOEIRA,-2.86666666666667,-41.8166666666667
PORTO DO TABOLEIRO,-2.91666666666667,-41.7833333333333
PORTO DE VERA CRUZ,-2.8964,-41.7675
CAPITÂNIA,-2.9,-41.7833333333333
CHAVAL RETIRO,-3.0786,-41.255
AÇUDE ITAÚNA,-3.1536,-41.1644
AÇUDE DIAMANTE,-3.5969,-40.865
FAZENDA CAIÇARA,-3.76666666666667,-40.8166666666667
SENADOR FREITAS NETO,-3.0039,-41.4489
AÇUDE TRAPIÁ III,-3.7308,-40.6806
COREAU (PALMA),-3.55,-40.6667
AÇUDE ANGICOS,-3.6361,-40.8214
MORAÚJO,-3.4647,-40.6853
MORAUJO,-3.4647,-40.6853
URUOCA,-3.3667,-40.7461
AÇUDE VÁRZEA DA VOLTA,-3.5019,-40.6147
QUATIGUABA,-3.73333333333333,-40.9833333333333
AÇUDE PREMUOCA,-3.3208,-40.5544
BOQUEIRÃO DO ITACOLOMI,-3.33333333333333,-40.8666666666667
TAPERA,-3.3281,-40.8486
BOQUEIRÃO PAULA PESSOA,-3.33333333333333,-40.8333333333333
GRANJA,-3.1217,-40.8217
GRANJA,-3.1167,-40.8333
GRANJA,-3.1217,-40.8217
AÇUDE GANGORRA,-3.1703,-40.8631
AÇUDE MARTINÓPOLE,-3.2369,-40.6136
AÇUDE TUCUNDUBA,-3.1831,-40.4489
PESQUEIRO,-3.0028,-40.5725
AÇUDE CARÃO,-4.8172,-40.3578
AÇUDE FARIAS DE SOUSA,-4.7678,-40.5839
AÇUDE CARMINA,-4.6628,-40.2003
FAZENDA  CAJAZEIRAS,-4.3775,-40.5492
IRAJÁ,-4.43333333333333,-40.4333333333333
AÇUDE DIAMANTINO II,-4.345,-40.5622
AÇUDE ARARAS,-4.2161,-40.4419
AÇUDE ARARAS,-4.2333,-40.45
ARARAS,-4.23333333333333,-40.45
AÇUDE ARARAS - TURBINAS,-4.2167,-40.45
AÇUDE ARARAS - TURBINAS,-4.2333,-40.45
CANGATI,-4.38333333333333,-40.6333333333333
FLORES,-4.36666666666667,-40.5833333333333
FLORES,-4.345,-40.5622
AÇUDE BONITO,-4.3367,-40.6292
AÇUDE TIJUQUINHA,-4.3175,-38.8939
SÃO FRANCISCO,-4.25,-40.6333333333333
FAZENDA TRANSVAL,-4.16666666666667,-40.45
VÁRZEA DO GROSSO,-4.1442,-40.43
SANTA QUITÉRIA,-4.0972,-40.4339
TRAPIÁ,-4.195,-40.3178
TRAPIÁ,-4.195,-40.3178
SANTA QUITÉRIA,-4.33333333333333,-40.1666666666667
AÇUDE EDSON QUEIROZ,-4.215,-40.0667
POÇO COMPRIDO,-4.3667,-40.0186
FAZENDA PARANÁ,-4.0969,-40.1264
CURRAL VELHO,-3.9975,-40.3703
GROAIRAS,-3.9092,-40.3797
SIARÃO,-3.9039,-40.4053
POÇO COMPRIDO,-4.3667,-40.0186
FAZENDA PARANÁ,-4.0969,-40.1264
GROAIRAS,-3.9092,-40.3797
AÇUDE TAQUARA,-3.8986,-40.6122
ARARIUS,-3.8919,-40.6025
AÇUDE AIRES DE SOUZA,-3.7833,-40.5167
AÇUDE AIRES DE SOUZA - MD,-3.7833,-40.5167
AÇUDE AIRES DE SOUZA,-3.7808,-40.5064
CANAL AIRES DE SOUZA,-3.7,-40.5
RIACHO AIRES DE SOUZA,-3.7953,-40.5058
FAZENDA TIMBURANA,-3.76666666666667,-40.45
FAZENDA LOGRADOURO,-3.78333333333333,-40.4666666666667
AÇUDE SOBRAL,-3.6608,-40.3667
SOBRAL,-3.7,-40.3666666666667
SOBRAL,-3.6883,-40.3389
AÇUDE SOBRAL,-3.6575,-40.3664
SOBRAL,-3.7,-40.35
SOBRAL II,-3.7,-40.35
SOBRAL,-3.6883,-40.3389
CRUZ,-2.9211,-40.1631
AÇUDE POCINHOS,-3.9167,-40.1833
POCINHOS - SANGRADOURO,-3.9,-40.1833333333333
OFICINAS,-3.86666666666667,-40.2
FAZENDA BELA VISTA,-3.82472222222222,-40.1875
AÇUDE FORQUILHA,-3.7833,-40.2667
AÇUDE FORQUILHA,-3.7983,-40.2561
AÇUDE ARREBITA,-3.8472,-40.2725
SANTANA DO ACARAÚ,-3.4553,-40.2128
SANTANA DO ACARAÚ,-3.4553,-40.2128
AÇUDE ACARAÚ MIRIM,-3.5042,-40.2861
AÇUDE ACARAÚ MIRIM,-3.5061,-40.2786
AÇUDE JENIPAPO,-4.1442,-40.43
SÍTIO DO MONTE,-3.51666666666667,-40.1666666666667
AÇUDE SÃO VICENTE,-3.3958,-40.2642
FAZENDA MULUNGU,-3.4467,-40.0953
BARRAGEM SANTA ROSA,-3.1122,-40.1253
BELA CRUZ,-3.0542,-40.1319
VILA NOVA,-3.0247,-39.8706
AÇUDE SANTA MARIA DE ARACATI,-4.0425,-39.9872
AÇUDE SANTO ANTÔNIO DO ARACATIAÇU,-3.8828,-40.0133
AÇUDE GERARDO ATIMBONE,-3.835,-39.9889
AÇUDE PATOS,-3.7553,-40.0397
PATOS - SOBRAL,-3.75,-40.05
SÃO PEDRO DA TIMBAUBA (MIRAIMA),-3.5833,-39.9833
FAZENDA POÇO VERDE,-3.7481,-40.0358
AÇUDE SÃO GABRIEL,-3.7333,-39.7667
AÇUDE MISSI,-3.4778,-39.86
AMONTADA,-3.3642,-39.8339
AÇUDE SÃO PEDRO TIMBAÚBA,-3.5725,-39.9742
BETÂNIA,-3.2844,-39.6528
AÇUDE QUANDÚ,-3.5742,-39.6294
AÇUDE POÇO VERDE,-3.44,-39.6314
AÇUDE GAMELEIRA,-3.3731,-39.49
TURURU,-3.5947,-39.4389
AÇUDE MUNDAU,-3.6406,-39.5169
BARRENTO,-3.3042,-39.51
AÇUDE DESTERRO,-4.0597,-39.1156
AÇUDE TRAPIÁ I,-4.2028,-39.0586
AÇUDE SÃO DOMINGOS,-4.2206,-39.2836
