nome,latitude,longitude
BR-060,-17.5436,-50.5553
PCH VERDE 8 MONTANTE 1 DESATIVADA,-17.5908,-50.5558
PCH VERDE 8 BARRAMENTO,-17.6539,-50.4767
PCH VERDE 8 JUSANTE,-17.6644,-50.4772
PCH YPÊ BARRAMENTO,-17.7289,-50.4522
PCH YPÊ ALÇA,-17.7281,-50.4497
PCH YPÊ JUSANTE,-17.7431,-50.4536
R-060 - CAPTAÇÃO DE ÁGUA PARA ABAST. DE RIO VERDE,-17.8292,-50.9836
CAPTAÇÃO ABÓBORA,-17.8297,-50.9842
BR-452,-17.8739,-50.7261
BR-452/GO-164,-17.8767,-50.5525
VICINAL PARA MAURILÂNDIA,-17.8878,-50.4633
FAZENDA BAUZINHO,-17.9331,-50.3822
MAURILÂNDIA,-17.9678,-50.3325
GO-409,-17.9742,-50.3372
CAPTAÇÃO PIPOCA - MORRINHOS,-17.7231,-49.0956
ESTAÇÃO CASTELO,-18.2539,-50.2922
PONTE SUL GOIANA,-18.0706,-50.1717
FAZENDA RIO DOS BOIS,-16.8358,-48.6556
ESTRADA PARA O SUL SAINDO DA BR-457,-16.8358,-48.6556
UHE SÃO SIMÃO ABAIXO BARRA RIO VERDE,-18.0708,-50.1722
FAZENDA ALIANÇA,-18.1044,-50.0333
GO-452 - KM 97,-18.1047,-50.0314
CAPTAÇÃO JUSANTE - BOM JESUS,-18.2019,-49.74
BOM JESUS DE GOIÁS,-18.2128,-49.7533
GOUVEILÂNDIA,-18.65,-50.0833333333333
FAZENDA PARAÍSO,-19.2369,-48.5667
FAZENDA PESQUEIRO,-19.0725,-48.5508
FAZENDA DO PANGA,-19.1142,-48.6128
UBERLÂNDIA,-19.0672,-48.5714
UBERLÂNDIA,-19.1661,-48.7364
PONTE BR-153 (Posto Tejuco),-19.0394,-49.0092
CGH SALTO MORAIS PONTE BR-153,-19.0394,-49.0092
CGH SALTO MORAIS RIO BABILÔNIA,-18.9458,-49.025
MONTE ALEGRE DE MINAS,-18.9469,-49.025
MONTE ALEGRE DE MINAS,-18.8775,-49.0569
CGH SALTO MORAIS MONTANTE,-18.9411,-49.355
CGH SALTO MORAIS BARRAMENTO,-18.9489,-49.3828
ITUIUTABA,-18.9756,-49.42
ITUIUTABA,-18.9483,-49.4378
ITUIUTABA,-18.9408,-49.4497
ITUIUTABA,-18.95,-49.45
CGH SALTO MORAIS CACHOEIRA DO GAMBA,-18.8622,-49.7339
PRATA,-19.5178,-48.8533
PONTE BR-153 (FAZ. N0SSA SENHORA APARECIDA),-19.5019,-48.8586
PRATA,-19.4361,-48.8889
PRATA,-19.3769,-49.0606
FAZENDA BURITI DO PRATA,-19.3597,-49.1803
FAZENDA BURITI DO PRATA,-19.3597,-49.1803
PRATA,-19.2217,-49.0547
PONTE DO SALTO,-19.2666666666667,-49.4666666666667
UHE SÃO SIMÃO RESERVATÓRIO,-18.9975,-50.5022
UHE SÃO SIMÃO RIO DA PRATA,-19.0531,-49.6775
PONTE DO PRATA,-19.0356,-49.6972
PONTE DO PRATA,-19.0303,-49.7014
PONTE DO PRATA,-19.0303,-49.7017
GURINHATÃ,-18.9333,-49.8019
GURINHATÃ,-18.8903,-49.9997
PONTE BR-365 (FAZ.BOA VISTA),-18.8847,-50.005
QUIRINÓPOLIS,-18.4983,-50.5286
BARRA DO ALEGRE,-18.8378,-50.4119
UHE SÃO SIMÃO BARRAMENTO,-18.9889,-48.1903
CARNEIRINHO,-19.6597,-51.0178
SANTA VITÓRIA,-19.0508,-50.5028
FAZENDA CATINGUEIRA R-1,-19.0833,-50.5333
FAZENDA SANTA FÉ,-19.1333333333333,-50.6166666666667
GO-220 - PRÓX. PEROLANDIA,-17.2472,-51.8828
PCH JATAÍ MONTANTE 2,-17.6508,-52.0075
UHE BARRA DOS COQUEIROS FOZ RIBEIRÃO PARAISO,-17.8197,-51.8233
PONTE RIO CLARO,-17.9189,-51.7503
PCH JATAÍ MONTANTE 1,-17.9258,-51.7497
PCH JATAÍ BARRAMENTO,-17.9467,-51.7267
PCH JATAÍ JUSANTE,-17.9558,-51.7192
UHE CAÇU NAVISLÂNDIA,-18.0856,-51.6175
CAPTAÇÃO DA SANEAGO EM JATAÍ - GO-180,-18.085,-51.6217
UHE CAÇU MONTANTE,-18.3381,-51.2594
PONTE NA GO-206,-18.3561,-51.2378
PONTE RIO DOCE,-17.8608,-51.39
UHE BARRA DOS COQUEIROS RIO DOCE,-17.8669,-51.3808
PCH IRARA FAZENDA ÁGUA MANSA,-17.9772,-51.205
PCH IRARA MONTANTE,-18.0167,-51.2019
PCH IRARA BARRAMENTO,-18.0708,-51.1731
PCH IRARA JUSANTE,-18.0725,-51.1711
PONTE BR-364,-18.3008333333333,-51.1469444444444
UHE CAÇU RIO DOCE,-18.3019,-51.1494
UHE CAÇU RESERVATÓRIO,-18.5142,-51.1608
UHE CAÇU BARRAMENTO,-18.5306,-51.1478
UHE CAÇU JUSANTE,-18.5358,-51.1444
UHE BARRA DOS COQUEIROS RESERVATÓRIO,-18.6447,-51.0522
UHE BARRA DOS COQUEIROS BARRAMENTO,-18.7217,-51.0033
UHE BARRA DOS COQUEIROS JUSANTE,-18.7258,-51.0044
CACHOEIRA ALTA,-18.7994,-50.9778
UHE ENG. JOSÉ LUIZ MULLER MONTANTE 2,-18.8386,-50.9403
UHE ENG. JOSÉ LUIZ MULLER MONTANTE 1,-19.0,-50.7056
UHE ENG. JOSÉ LUIZ MULLER MONTANTE ITAGUAÇU,-19.0203,-50.6764
FAZENDA RONDINHA,-19.0792,-50.6506
UHE ENG. JOSÉ LUIZ MULLER BARRAMENTO,-19.1164,-50.6417
UHE ENG. JOSÉ LUIZ MULLER JUSANTE,-19.1208,-50.6419
PONTE DO CEDRO,-17.5794,-52.6014
UHE SALTO MONTANTE 2,-18.3753,-52.015
UHE SALTO RIBEIRÃO BARREIRO,-18.4997,-51.5708
UHE SALTO MONTANTE 1,-18.5756,-51.4736
MONTANTE PONTE GO-206,-18.7064,-51.295
ITARUMÃ,-18.7119444444444,-51.28
CAÇU (RIO VERDE),-18.7267,-51.2572
UHE SALTO BARRAMENTO,-18.8086,-51.1694
UHE SALTO JUSANTE,-18.8131,-51.1694
UHE SALTO DO RIO VERDINHO MONTANTE,-18.9444,-50.9672
UHE SALTO DO RIO  RIO VERDINHO MONTANTE 1,-19.0822,-50.8036
FAZENDA LAJOFREU,-19.1278,-50.7639
UHE SALTO DO RIO VERDINHO BARRAMENTO,-19.1617,-50.7619
UHE SALTO DO RIO VERDINHO JUSANTE,-19.1494,-50.7422
LIMEIRA DO OESTE,-19.3247,-49.4708
UNIÃO DE MINAS,-19.2267,-49.3856
LIMEIRA DO OESTE,-19.4942,-50.6711
PONTE SÃO DOMINGOS,-19.2333333333333,-50.7
PONTE SÃO DOMINGOS,-19.2081,-50.6628
LIMEIRA DO OESTE,-19.22,-50.685
UHE ILHA SOLTEIRA PONTE SÃO DOMINGOS,-19.22,-50.6764
PONTE SÃO DOMINGOS,-19.2206,-50.6767
FAZENDA FORMOSO,-18.4067,-52.5325
UHE ESPORA PONTE JACUBA,-18.3658,-52.4758
UHE ESPORA FAZENDA PERDIZES,-18.4653,-52.3764
CAMPO ALEGRE,-18.5161,-52.0964
UHE ESPORA RIBEIRÃO CACHOEIRA DO CORRENTE,-18.58,-52.0986
UHE ESPORA BARRAMENTO,-18.6792,-51.8672
PCH QUEIXADA RESERVATÓRIO 1,-18.6797,-51.8583
PCH QUEIXADA RESERVATÓRIO 2,-18.7008,-51.8364
PCH QUEIXADA RESERVATÓRIO 3,-18.7286,-51.8019
PCH QUEIXADA BARRAMENTO,-18.7317,-51.7989
PCH QUEIXADA RESERVATÓRIO 4,-18.7353,-51.7967
PCH QUEIXADA JUSANTE,-18.7381,-51.7953
PONTE RIO CORRENTE,-19.1583,-51.0083
CANASTRA,-19.1003,-51.1492
PRÓXIMO CHAPADÃO DO SUL,-18.6708,-52.8333
UHE ILHA SOLTEIRA FAZENDA MUMBELA,-19.1978,-50.9556
MONTANTE FOZ RIO PRATA (2 KM.),-18.8439,-52.2153
CHAPADÃO DO SUL,-18.6906,-52.6269
RIO APORÉ (mont. foz rio da prata),-18.6575,-52.5489
PCH PLANALTO MONTANTE 2,-18.7667,-52.4431
PCH PLANALTO MONTANTE 1,-18.7444,-52.4117
PCH PLANALTO BARRAMENTO,-18.7869,-52.375
PCH PLANALTO JUSANTE,-18.8,-52.3606
BARRA DO PRATA,-18.845,-52.2131
PCH PONTAL DO PRATA BARRAMENTO,-18.7372,-52.2931
PCH PONTAL DO PRATA JUSANTE,-18.74,-52.2836
PCH RETIRO VELHO MONTANTE,-18.7506,-52.2394
FAZENDA CAFELÂNDIA,-18.7733,-52.21
PCH RETIRO VELHO BARRAMENTO,-18.8197,-52.175
PCH RETIRO VELHO JUSANTE,-18.8297,-52.1717
CHAPADÃO DO SUL,-18.8619,-52.1694
JUSANTE FOZ RIO PRATA (1 KM.),-18.8875,-52.1583
APORÉ,-18.9858,-51.9131
MONTANTE DE CASSILÂNDIA (1 KM.),-19.0994,-51.7364
CASSILÂNDIA,-19.0856,-51.7481
CASSILÂNDIA,-19.1075,-51.7208
JUSANTE DE CASSILÂNDIA (3 KM.),-19.1058,-51.7161
CASSILÂNDIA,-19.1067,-51.7197
CGH CASSILÂNDIA JUSANTE,-19.1172,-51.7019
ITAJÁ,-19.1397,-51.5336
RIO APORÉ - PRÓXIMO A FOZ,-19.3081,-51.1092
PARANAÍBA,-19.3075,-51.0892
UHE ILHA SOLTEIRA FAZENDA BÁLSAMO,-19.2964,-51.1319
PARANAIBA,-19.6572,-51.3817
PARANAIBA,-19.7086,-51.1294
PARANAIBA,-19.7061,-51.1308
PARANAIBA,-19.7069,-51.1208
CAÇU,-18.5281,-51.1728
PONTE DO COSTA,-21.8,-44.1
FAZENDA PIEDADE,-21.9,-44.1333333333333
LIBERDADE,-22.0166666666667,-44.3
LIBERDADE,-22.0431,-44.3172
BOM JARDIM DE MINAS,-21.9464,-44.1947
UHE CAMARGOS BOM JARDIM DE MINAS,-21.9478,-44.1953
SANTANA DO GARAMBEU,-21.6,-44.1
MADRE DE DEUS DE MINAS,-21.4983,-44.335
MADRE DE DEUS DE MINAS,-21.4925,-44.3269
UHE CAMARGOS MADRE DE DEUS DE MINAS,-21.4925,-44.3267
ALAGOA,-22.17,-44.6369
ALAGOA PONTE SOBRE RIO AIURUOCA,-22.1703,-44.6369
CGH ALAGOA III MONTANTE,-22.2317,-44.6675
CGH ALAGOA III BARRAMENTO,-22.23,-44.6661
ALAGOA,-22.1833333333333,-44.65
ANDRELÂNDIA,-21.6142,-44.3936
ANDRELÂNDIA,-21.7375,-44.4311
AIURUOCA,-22.0294,-44.6103
AIURUOCA,-21.9797,-44.6025
UHE CAMARGOS AIURUOCA,-21.9794,-44.6022
PONTE SOBRE RIO AIURUOCA,-21.9794,-44.6022
SERRARIA,-22.1333333333333,-44.5
CARVALHOS,-21.9983,-44.4639
CGH BARULHO BARRAMENTO,-22.0056,-44.4064
CGH BARULHO JUSANTE,-21.9986,-44.4044
FAZENDA DA CACHOEIRA,-21.9631,-44.3947
MINA DE NÍQUEL,-22.0,-44.35
FAZENDA PARAÍBA,-21.745,-44.3542
ANDRELÂNDIA,-21.7381,-44.3056
FAZENDA LARANJEIRAS,-21.6889,-44.3508
UHE CAMARGOS FAZENDA LARANJEIRAS,-21.6708,-44.3539
UHE CAMARGOS RIBEIRÃO JAGUARA,-21.2989,-44.5542
UHE CAMARGOS RIBEIRÃO SÃO JOÃO,-21.3731,-44.6125
UHE CAMARGOS BARRAMENTO,-21.325,-44.6161
UHE CAMARGOS JUSANTE,-21.3239,-44.6153
ITUTINGA,-21.2811,-44.6453
UHE ITUTINGA BARRAMENTO,-21.2928,-44.6233
UHE ITUTINGA JUSANTE,-21.2842,-44.6336
ITUTINGA,-21.2961,-44.6167
RIBEIRÃO CAIEIRO (próx foz Rio das Mortes),-21.2197,-43.9211
SÃO MIGUEL,-21.0,-44.0
LUMINARIAS,-21.5061,-44.9156
NEPOMUCENO,-21.2336,-44.9658
LAVRAS,-21.2756,-44.8842
ITUMIRIM,-21.3211,-44.8719
UHE FUNIL ITUMIRIM JUSANTE,-21.3203,-44.87
UHE PORTO COLÔMBIA RIO CAPIVARI,-21.3375,-44.8725
VARGEM DO ENGENHO,-21.1833333333333,-43.6333333333333
FAZENDA LOSCHI,-21.25,-43.6666666666667
FAZENDA CACHOEIRA,-21.0,-43.0
CAMPOLIDE,-21.2794,-43.8144
FAZENDA DA CONQUISTA,-21.3166666666667,-43.7166666666667
USINA BARBACENA,-21.2667,-43.7
BARBACENA,-21.2208,-43.9031
BARBACENA,-21.2492,-43.6797
CGH ILHEUS MONTANTE 2,-21.2794,-43.8192
CGH ILHÉUS MONTANTE 1,-21.2708,-43.8811
CGH ILHEUS BARRAMENTO,-21.2725,-43.8825
CGH ILHEUS JUSANTE,-21.2731,-43.89
CGH LAVRAS BARRAMENTO,-21.2428,-43.8975
CGH LAVRAS JUSANTE,-21.2378,-43.8969
BARBACENA,-21.2739,-43.8831
RIO DAS MORTES (Mont.cidade Barroso),-21.2013888888889,-43.9641666666667
BARROSO - MONTANTE,-21.1833333333333,-43.9666666666667
BARROSO,-21.1858,-43.9797
BARROSO,-21.1656,-43.9967
ALFREDO VASCONCELOS,-21.1311,-43.6561
FAZENDA BOM JARDIM,-21.15,-43.8
IBERTIOGA,-21.4444,-43.9633
PORTO DO ELVAS,-21.1647,-44.1358
UHE FUNIL PORTO TIRADENTES,-21.1214,-44.2344
UHE PORTO COLÔMBIA RIO DAS MORTES,-21.0939,-44.5839
PORTO TIRADENTES,-21.1222,-44.2333
PONTE DO ROSÁRIO,-21.15,-44.1833333333333
SÃO JOÃO DEL REI,-21.1333333333333,-44.2
SÃO JOÃO DEL REI,-21.0706,-44.3192
PCH CARANDAÍ,-20.75,-43.25
CARANDAÍ,-20.95,-43.8333333333333
PCH CARANDAÍ MONTANTE,-21.0208,-44.1483
PCH CARANDAÍ BARRAMENTO,-21.0544,-44.2036
PCH CARANDAÍ JUSANTE 1,-21.055,-44.21
USINA SÃO JOÃO DEL REI,-21.0525,-44.2111
PCH CARANDAÍ JUSANTE 2,-21.08,-44.2339
PENEDO,-20.9833333333333,-44.2666666666667
VILA RIO DAS MORTES,-21.1956,-44.3286
PONTE DO RIO DO PEIXE,-20.9,-44.45
IBITURUNA,-21.1425,-44.7397
IBITURUNA,-21.1444,-44.7408
UHE FUNIL IBITURUNA JUSANTE,-21.1383,-44.7439
BOM SUCESSO,-21.1319,-44.7406
INFERNO,-21.0,-44.0
BOM SUCESSO,-21.0342,-44.7714
MACAIA ,-21.1447222222222,-44.9138888888889
MACAIA,-21.1442,-44.9306
UHE FUNIL RESERVATÓRIO,-21.1336,-45.0197
UHE FUNIL BARRAMENTO,-21.1417,-45.0353
LAVRAS,-21.1742,-45.1306
RIBEIRÃO VERMELHO,-21.1833333333333,-45.05
UHE FUNIL RIBEIRÃO VERMELHO,-21.1903,-45.0569
CERVO,-21.3333333333333,-45.0
CARMO DA CACHOEIRA,-21.45,-45.0333333333333
USINA COURO DO CERVO,-21.3422,-45.1714
USINA NEPOMUCENO,-21.2572222222222,-45.1672222222222
PONTE DONA MARIANA,-21.2166666666667,-45.1666666666667
UHE MARECHAL MASCARENHAS DE MORAES RIO DO CERVO,-21.2331,-45.1736
BARRA RIO DO CERVO,-21.1719,-45.1717
CANA VERDE,-21.0061,-45.2072
PONTE FERNÃO DIAS,-20.75,-44.7167
PCH OLIVEIRA BARRAMENTO,-20.7747,-44.6956
PCH OLIVEIRA JUSANTE,-20.7711,-44.6978
FAZENDA DA LAGOA,-20.75,-44.7333333333333
CGH ANIL MONTANTE,-20.7494,-44.9819
USINA DO ANIL,-20.8183,-45.0603
SÃO FRANCISCO DE PAULA,-20.8175,-45.0603
CGH ANIL BARRAMENTO,-20.8178,-45.0603
CGH ANIL JUSANTE,-20.8242,-45.0639
SANTANA DO JACARÉ,-20.9031,-45.1319
UHE FURNAS RIO JACARÉ,-20.4517,-45.1531
CGH POUSO ALEGRE,-20.5758,-45.3925
FORMIGA,-20.4906,-45.4467
CGH MONTEIROS,-20.6736,-45.3625
FORMIGA,-20.6675,-45.465
PORTO CAPETINGA,-20.6666666666667,-45.8333333333333
BAEPENDI,-21.9425,-44.8911
RIO VERDE ( em Conceição do Rio Verde),-21.945,-45.0922222222222
RIO LAMBARI (montante do Rio Verde),-21.9338888888889,-45.2619444444444
RIO DO PEIXE (jus. São Tomé das Letras),-21.6575,-45.0444444444444
PONTE AV. EMILIO LANG JR.,-22.7161,-45.56
ESTRADA DO HORTO (pte. madeira ETE C. Jordão),-22.7083333333333,-45.5425
JUSANTE DA ETE DE CAMPOS DO JORDÃO,-22.6936,-45.5053
VILA CAPIVARI  2D-001,-22.7166666666667,-45.55
FAZENDA DA GUARDA,-22.6878,-45.4797
AIURUOCA,-21.9375,-44.5747
PARQUE ESTADUAL,-22.6880555555556,-45.4788888888889
VILA MARIA,-22.4964,-45.2456
PCH SÃO BERNARDO MONTANTE,-22.6122,-45.5661
PCH SÃO BERNARDO BARRAMENTO,-22.6011,-45.5483
BORGES,-22.5681,-45.4572
BICAS,-22.5119,-45.3914
USINA DE BICAS,-22.55,-45.35
USINA DE BICAS,-22.5333333333333,-45.3333333333333
PCH REPI BARRAMENTO 1,-22.5528,-45.365
PCH REPI BARRAMENTO 2,-22.5475,-45.3619
PCH REPI JUSANTE,-22.5356,-45.3617
USINA DE BICAS,-22.5166666666667,-45.3666666666667
FAZENDA CÓRREGO ALEGRE,-22.5333333333333,-45.45
FAZENDA CÓRREGO ALEGRE,-22.5333333333333,-45.45
DELFIM MOREIRA,-22.5083,-45.2869
DELFIM MOREIRA,-22.5,-45.2666666666667
CAQUENDI,-22.5039,-45.3053
PCH NINHO DA ÁGUIA MONTANTE,-22.4992,-45.3139
PCH NINHO DA ÁGUIA BARRAMENTO,-22.4936,-45.33
PCH NINHO DA ÁGUIA JUSANTE,-22.4853,-45.3483
FAZENDA ÁGUA LIMPA,-22.4694,-45.3611
ÁGUA LIMPA,-22.4686,-45.3678
ITAJUBÁ,-22.5125,-45.3919
ITAJUBÁ,-22.4333333333333,-45.45
ITAJUBÁ,-22.4458,-45.4242
UNIVERSITAS,-22.4297,-45.4481
ITAJUBÁ,-22.4333333333333,-45.45
ITAJUBÁ,-22.4333333333333,-45.45
PIRANGUINHO,-22.3658,-45.5506
MARINS,-22.4333333333333,-45.1166666666667
MARINS,-22.45,-45.1333333333333
BAIRRO SANTA CRUZ,-22.3706,-45.2156
CGH LUIZ DIAS MONTANTE,-22.3692,-45.3344
CGH LUIZ DIAS BARRAMENTO,-22.3717,-45.3472
SÃO JOÃO DE ITAJUBÁ,-22.3772,-45.4475
SÃO JOÃO DE ITAJUBÁ,-22.3666666666667,-45.3833333333333
UHE LUIS DIAS,-22.3678,-45.4167
CACHOEIRA VÉU DE NOIVA,-22.3333333333333,-45.3833333333333
BRASÓPOLIS,-22.4697,-45.6219
CGH MARIA DA FÉ JUSANTE,-22.3369,-45.4167
POUSO ALEGRE,-22.2206,-45.8683
SANTA RITA DO SAPUCAÍ,-22.2508,-45.7089
SANTA RITA DO SAPUCAÍ,-22.2833,-45.6333
POUSO ALEGRE,-22.2931,-45.8914
BAIRRO DO ROSAS,-22.7666666666667,-45.7166666666667
POSTO FISCAL RIO NEGRO,-22.7666666666667,-45.75
PONTE MUNICIPAL SÃO BENTO DO SAPUCAÍ,-22.6861,-45.735
SÃO BENTO DO SAPUCAÍ,-22.6858,-45.7353
DIVISA SP-MG,-22.6703,-45.7422
USINA PARAISÓPOLIS,-22.6,-45.7833333333333
CONCEIÇÃO DOS OUROS,-22.4144,-45.7914
CACHOEIRA GONÇALVES,-22.5667,-45.8833
CACHOEIRA MARTINS,-22.6,-45.8833333333333
CGH XICÃO MONTANTE,-21.9214,-45.4236
BAIRRO DO ANALDINO,-22.5575,-45.8825
CONCEIÇÃO DOS OUROS,-22.4142,-45.7914
CONCEIÇÃO DOS OUROS,-22.4167,-45.7833
POUSO ALEGRE,-22.2136,-45.8981
CACHOEIRA DE MINAS,-22.35,-45.7833333333333
CAMBUÍ,-22.6069,-46.0417
BAIRRO DOS FERREIROS,-22.4333,-45.9167
PONTE DO RODRIGUES,-22.3542,-45.8539
POUSO ALEGRE,-22.2725,-46.0836
POUSO ALEGRE,-22.2564,-45.9814
POUSO ALEGRE,-22.2166666666667,-45.9333333333333
FAZENDA DA BARRA,-22.2,-45.8666666666667
RIO DO CERVO (mont. cidade Congonhal),-22.1580555555556,-46.9305555555556
CONGONHAL,-22.15,-46.0833
VARGEM DO CERVO,-22.1167,-45.9178
VARGEM DO CERVO,-22.1333333333333,-46.0
POUSO ALEGRE,-22.1164,-45.9169
ALFENAS,-21.9633,-45.9117
RIO SAPUCAÍ-MIRIM (mont. cidade Pouso Alegre),-22.2280555555556,-45.9016666666667
PCH ANHANGUERA BARRAMENTO,-20.4944,-47.8589
PCH ANHANGUERA JUSANTE,-20.4897,-47.8564
BAIRRO DO TURVO,-22.1333333333333,-45.5333333333333
USINA SÃO MIGUEL,-22.0,-45.0
UHE MARECHAL MASCARENHAS DE MORAES RIO SAPUCAÍ,-22.0536,-45.6992
CAREAÇU,-22.0542,-45.6992
CAREAÇU,-22.0564,-45.7
PORTO SANTA MARIA,-21.9219,-45.2794
PORTO SANTA MARIA,-21.9167,-45.6833
PAREDES DO SAPUCAÍ,-21.8,-45.7166666666667
PARAGUAÇU,-21.5811,-45.6736
UHE FURNAS RIO SAPUCAÍ,-21.5861,-45.6631
PARAGUAÇU,-21.5861,-45.6631
FAZENDA BOA VISTA,-21.5833333333333,-45.65
BOA ESPERANÇA,-21.1514,-45.5664
SAPUCAÍ,-21.0,-45.0
TRÊS PONTAS,-21.4569,-45.5156
CGH LAMINS,-22.3711,-44.9044
BAEPENDI,-22.3325,-44.9075
ITANHANDU,-22.2944,-44.9369
BAIRRO SÃO GERALDO,-21.3839,-44.9664
ITANHANDU,-22.2842,-44.9544
SÃO SEBASTIÃO DO RIO VERDE,-22.2208,-44.9678
ITAMONTE,-22.2739,-44.8719
CONQUISTA,-22.25,-44.8333333333333
USINA BRAGA,-22.2333333333333,-44.8333333333333
SANTANA DO CAPIVARI,-22.25,-44.9166666666667
USINA POUSO ALTO,-22.2,-44.9666666666667
FAZENDA POUSO ALTO,-22.2,-44.9666666666667
FAZENDA DO MOINHO,-22.2666666666667,-45.0833333333333
CGH JOÃO FRANCO BARRAMENTO,-21.8344,-46.0922
PCH POÇO FUNDO BARRAMENTO,-21.8064,-46.1353
FAZENDA FRANCISCO IZIDORO,-22.0,-45.0
SÃO LOURENÇO,-22.1064,-45.0475
SÃO LOURENÇO,-22.1333,-45.05
SOLEDADE DE MINAS,-22.0631,-45.0542
USINA SILVESTRE FERRAZ,-22.1322,-45.1542
CONCEIÇÃO DO RIO VERDE,-21.8872,-45.0792
USINA CONGONHAL,-22.1166666666667,-44.85
CGH CONGONHAL II,-22.1189,-44.8386
PCH CONGONHAL I MONTANTE,-22.1158,-44.8394
PCH CONGONHAL I BARRAMENTO,-22.1156,-44.8397
FAZENDA SEVERINO MEIRELES,-21.9167,-44.8167
CGH PIRAMBEIRA,-21.925,-44.8008
CRUZÍLIA,-21.9166666666667,-44.8166666666667
CGH RIBEIRÃO,-21.9436,-44.8467
BAEPENDI,-21.9511,-44.8797
RIO BAEPENDI (prox. foz),-21.8656,-45.0547
CGH SALTO DOS CRAVOS JUSANTE,-22.4667,-45.3608
RIO LAMBARI (Cidade de Cristina,-22.2166666666667,-45.27
CRISTINA - MONTANTE,-22.2103,-45.2658
CRISTINA,-22.2161,-45.2686
CRISTINA,-22.2161,-45.2686
PCH CRISTINA BARRAMENTO,-22.1619,-45.2772
PCH CRISTINA JUSANTE,-22.1597,-45.2828
CACHOEIRA MANDEMBO,-22.1666666666667,-45.3
FAZENDA JUCA CASIMIRO,-21.87,-45.2622
RIO LAMBARI (prox.foz),-21.7683333333333,-45.215
USINA BOCAINA,-21.8833333333333,-45.1833333333333
TRÊS CORAÇÕES,-21.6833333333333,-45.2333333333333
TRÊS CORAÇÕES,-21.7019,-45.2581
TRÊS CORAÇÕES,-21.7031,-45.2475
TRÊS CORAÇÕES,-21.7036,-45.2478
UHE LUIZ CARLOS BARRETO DE CARVALHO RIO VERDE,-21.7031,-45.2481
CHACARA SANTANA,-21.6781,-45.2592
CACHOEIRA GOULART,-21.8717,-45.3464
CHÁCARA SANTANA,-21.6783,-45.2597
FAZENDA SÃO JOSÉ,-21.8333333333333,-45.4166666666667
CAPELINHA DO CAMPO GRANDE,-21.8333333333333,-45.4333333333333
ACIMA DA BARRAGEM,-21.8333333333333,-45.45
CGH XICÃO BARRAMENTO,-21.9242,-45.4708
ABAIXO DA USINA,-21.8166666666667,-45.4666666666667
PCH BOA VISTA II MONTANTE 2,-21.6667,-45.3089
PALMELA DOS COELHOS,-21.7828,-45.4422
ELÓI MENDES,-21.6117,-45.515
PCH BOA VISTA II RIO PALMELA,-21.6414,-45.4
PCH BOA VISTA II MONTANTE 1,-21.5931,-45.4272
PCH BOA VISTA II BARRAMENTO,-21.5256,-45.4606
UHE FURNAS RIO VERDE,-21.6108,-45.4889
PCH BOA VISTA II JUSANTE,-21.6069,-45.5086
BATISTA DE MELO,-21.5147,-45.3539
FAZENDA DA AROEIRA,-21.45,-45.45
TRÊS CORAÇÕES,-21.6394,-45.3636
RIO PALMELA (prox. foz),-21.6297222222222,-45.3952777777778
PONTALETE,-21.4583,-45.6678
CACHOEIRA POÇO FUNDO,-21.7886,-46.1244
PCH POÇO FUNDO JUSANTE,-21.7383,-45.9583
MACHADO,-21.6875,-45.9047
MACHADO,-21.6858,-45.905
MACHADO,-21.665,-45.8928
FAMA,-21.4497,-45.6736
FAMA,-21.4497,-45.6736
FAZENDA DO PORTO,-21.0,-46.0
RIO DO PEIXE (jus. foz Rib. Vermelho),-21.65,-45.1
SERRANIA,-21.7475,-46.0319
TRÊS CORAÇÕES,-21.6675,-45.3164
BOTELHOS,-21.59,-46.2931
USINA MUZAMBINHO,-21.0,-46.0
MONTE BELO,-21.2792,-46.3619
JURÉIA,-21.2789,-46.3608
ESTAÇÃO DO AREADO,-21.3211,-46.1156
FAZENDA SÃO JOSÉ,-21.1008,-46.0933
CACHOEIRA SANTA QUITERIA,-21.0,-46.2333333333333
FAZENDA NOVO HORIZONTE,-21.0166666666667,-46.0833333333333
PORTO CARRITO,-20.95,-46.0833333333333
SÃO JOSÉ DA BARRA,-20.6956,-46.1569
ITACI,-21.0166666666667,-46.0
PONTE DO TURVO,-20.6636,-46.2483
FURNAS,-20.6666666666667,-46.3
UHE FURNAS RESERVATÓRIO,-20.6647,-46.305
UHE FURNAS BARRAMENTO,-20.6717,-46.3175
UHE FURNAS JUSANTE,-20.6753,-46.3386
ALPINÓPOLIS,-20.6853,-46.3644
PONTE MG-050 (FRMM2),-20.6833333333333,-46.375
FAZENDA VARGEDO  ,-20.7,-46.4333333333333
PASSOS,-20.6939,-46.6
PORTO DO GLÓRIA,-20.6666666666667,-46.5166666666667
PORTO DO GLÓRIA (FRMM3),-20.6613888888889,-46.5358333333333
USINA CENT. AÇUCAREIRA,-20.6333333333333,-46.5833333333333
US. AÇUCAREIRA R. GRANDE (FRMM4),-20.5472222222222,-46.6497222222222
CÁSSIA,-20.6131,-46.9133
CÁSSIA,-20.6122,-46.8453
PRT. CÁSSIA - DELFINÓPOLIS (FRMM5),-20.4233333333333,-46.8583333333333
BOM JESUS DA PENHA,-21.0103,-46.5261
USINA NOVA RESENDE,-21.1166666666667,-46.5666666666667
